Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood 
The Vagabond by Air,8,1,0.608,0.514,0.313,139.647,1.0,0.557,0.532,0.528,0.469,0.469,0.334,0.336,0.345,0.342,0.276,0.232,0.0,0.0,0.5443939999999999,0.0,0.0,0.0,0.779803,relaxed
Your Guts (I Hate 'Em) by Reel Big Fish,0,1,0.505,0.478,0.867,84.926,0.199,0.391,0.624,0.514,0.547,0.629,0.862,1.0,0.501,0.328,0.362,0.286,0.778692,0.0,0.0,0.0,0.0,0.0,0.944845,angry
The Story by Limp Bizkit,7,1,0.395,0.996,0.291,93.128,0.687,0.467,0.175,0.193,0.37,0.373,0.63,0.584,0.886,1.0,0.999,0.159,0.0,0.0,0.0,0.590979,0.0,0.0,0.8765299999999999,angry
Hardly Getting Over It by Hüsker Dü,7,1,0.326,0.668,0.419,178.742,0.966,1.0,0.439,0.374,0.323,0.327,0.309,0.267,0.224,0.179,0.181,0.517,0.0,0.0,0.0,0.6184890000000001,0.0,0.0,0.0,sad
Sad Songs And Waltzes by Willie Nelson,9,1,0.336,0.158,0.165,88.383,1.0,0.955,0.546,0.509,0.538,0.56,0.566,0.582,0.636,0.571,0.526,0.702,0.0,0.0,0.0,0.681421,0.528508,0.855712,0.0,sad
I Got You by Split Enz,2,1,0.675,0.494,0.829,125.736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.740452,0.0,0.0,0.501943,0.0,0.7457729999999999,angry
Salio El Sol by Don Omar,4,0,0.887,0.701,0.965,110.002,0.755,0.689,0.425,0.411,0.546,0.955,0.818,0.568,0.487,0.537,0.805,1.0,0.0,0.0,0.528057,0.0,0.0,0.0,0.0,happy
The Long Way Home by Norah Jones,9,1,0.763,0.127,0.518,136.901,1.0,0.825,0.13,0.198,0.201,0.261,0.311,0.301,0.213,0.145,0.14,0.26,0.0,0.0,0.0,0.571048,0.0,0.0,0.544371,relaxed
Cosmonaut by At The Drive-In,4,0,0.346,0.979,0.345,102.551,0.375,0.299,0.23,0.432,1.0,0.493,0.406,0.586,0.374,0.414,0.253,0.452,0.515253,0.0,0.0,0.0,0.0,0.0,0.0,angry
There Is No Such Place by Augie March,9,1,0.455,0.274,0.613,77.823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Black Tongue by Yeah Yeah Yeahs,6,1,0.52,0.918,0.635,138.504,0.647,0.652,0.269,0.192,0.526,1.0,0.978,0.574,0.269,0.386,0.335,0.441,0.0,0.0,0.0,0.556575,0.0,0.0,0.8964120000000001,happy
A Call For Blood by Hatebreed,0,1,0.221,0.984,0.167,166.7,0.401,0.329,0.196,0.171,0.09,0.097,0.144,0.136,0.1,0.313,1.0,0.368,0.504273,0.0,0.0,0.504668,0.0,0.812632,0.0,angry
Art Is Hard by Cursive,7,0,0.318,0.728,0.306,104.54,1.0,0.791,0.501,0.465,0.372,0.307,0.275,0.397,0.232,0.121,0.109,0.198,0.0,0.0,0.0,0.762682,0.0,0.674519,0.0,angry
Sometimes a River by The String Cheese Incident,10,1,0.367,0.741,0.689,175.303,0.986,1.0,0.487,0.426,0.372,0.362,0.338,0.313,0.306,0.273,0.263,0.524,0.0,0.0,0.0,0.81148,0.0,0.0,0.861604,relaxed
Flying Over Bus Stops by Athlete,2,1,0.5,0.333,0.163,137.975,0.657,0.086,0.021,0.017,0.026,0.162,0.189,0.024,0.429,0.422,1.0,0.028,0.0,0.0,0.0,0.0,0.636758,0.0,0.5311739999999999,relaxed
Satin Doll by Duke Ellington,0,1,0.611,0.0975,0.399,88.835,1.0,0.99,0.4,0.375,0.343,0.4,0.412,0.383,0.344,0.274,0.263,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
C11 H17 N2 O2 S Na by Anthrax,8,0,0.189,0.972,0.138,186.014,0.485,0.768,1.0,0.814,0.635,0.882,0.711,0.496,0.743,0.529,0.906,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Walk On The Wild Side by Rick Braun,0,1,0.553,0.28,0.43,98.265,0.316,0.115,0.078,0.045,0.069,0.126,0.116,0.049,0.04,0.046,0.273,1.0,0.0,0.0,0.673955,0.0,0.0,0.0,0.0,relaxed
Downfall by Children of Bodom,3,1,0.443,0.951,0.271,99.472,0.671,0.981,0.811,0.902,0.703,0.739,1.0,0.867,0.88,0.914,0.712,0.823,0.0,0.501588,0.0,0.6030479999999999,0.0,0.0,0.0,angry
Fuck tha Police by N.W.A,8,0,0.859,0.75,0.857,98.691,0.732,0.208,0.058,0.061,0.146,0.142,0.23,0.216,0.37,0.368,1.0,0.033,0.7277779999999999,0.0,0.0,0.0,0.0,0.0,0.0,angry
Wrong by Ministry,2,1,0.402,0.994,0.261,152.016,0.724,1.0,0.302,0.3,0.341,0.354,0.458,0.491,0.405,0.383,0.291,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.5648850000000001,angry
Halo of Flies by Alice Cooper,9,1,0.387,0.572,0.399,121.796,1.0,0.914,0.215,0.076,0.06,0.151,0.163,0.147,0.111,0.068,0.08,0.707,0.0,0.0,0.570932,0.0,0.8729610000000001,0.794212,0.0,angry
Animal Fat by Apostle of Hustle,7,1,0.541,0.504,0.546,93.893,0.253,0.059,0.121,0.027,0.248,0.023,0.032,0.092,0.131,0.241,0.336,1.0,0.0,0.0,0.8207979999999999,0.0,0.0,0.0,0.0,relaxed
Room 13 by Black Flag,11,0,0.362,0.961,0.137,101.931,0.523,0.335,0.392,0.32,0.122,0.786,0.666,0.185,0.128,0.108,0.946,1.0,0.0,0.0,0.0,0.738007,0.817379,0.0,0.0,angry
For Beginners by M. Ward,0,1,0.539,0.416,0.252,118.984,0.822,1.0,0.785,0.797,0.767,0.76,0.757,0.656,0.781,0.922,0.83,0.818,0.0,0.0,0.0,0.0,0.0,0.649713,0.0,relaxed
Bala Bay Inn by Valley of the Giants,0,1,0.32,0.287,0.0757,115.738,0.137,0.091,0.111,0.088,0.097,0.151,0.121,0.118,0.135,0.111,1.0,0.931,0.0,0.0,0.0,0.0,0.0,0.0,0.721655,relaxed
Hurry by Sleeping at Last,9,1,0.313,0.572,0.132,141.647,0.936,0.828,0.529,0.512,0.72,0.831,0.973,0.828,1.0,0.851,0.922,0.412,0.0,0.0,0.0,0.0,0.8950799999999999,0.0,0.0,relaxed
Nachts um halb drei by Janina,2,1,0.649,0.274,0.598,141.387,0.878,1.0,0.994,0.91,0.85,0.783,0.759,0.785,0.829,0.804,0.784,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Free at Last by Antony and the Johnsons,7,0,0.456,0.0441,0.0384,65.084,0.666,1.0,0.455,0.365,0.568,0.73,0.544,0.394,0.293,0.536,0.754,0.714,0.0,0.0,0.803525,0.0,0.818141,0.0,0.0,sad
Who Could Win a Rabbit by Animal Collective,0,1,0.459,0.85,0.52,91.977,1.0,0.736,0.602,0.455,0.536,0.503,0.411,0.41,0.636,0.61,0.994,0.045,0.0,0.0,0.6613829999999999,0.0,0.0,0.0,0.0,happy
96 Tears by Question Mark & The Mysterians,7,1,0.65,0.562,0.882,123.674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
In The Ghetto by Elvis Presley,10,1,0.404,0.266,0.491,88.916,0.939,0.942,0.807,0.751,0.732,0.923,0.88,0.86,0.912,0.904,1.0,0.86,0.525,0.0,0.0,0.555171,0.648694,0.0,0.6767340000000001,sad
Preghiera In Gennaio by Fabrizio De André,9,0,0.452,0.201,0.402,71.967,1.0,0.999,0.941,0.845,0.849,0.83,0.765,0.698,0.687,0.683,0.618,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Samba Da Minha Terra by João Gilberto,4,0,0.576,0.322,0.805,83.696,1.0,0.775,0.345,0.216,0.213,0.263,0.3,0.412,0.52,0.526,0.483,0.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Sleigh Ride by The Ronettes,2,1,0.528,0.772,0.852,91.735,0.662,0.97,1.0,0.825,0.658,0.604,0.813,0.785,0.708,0.849,0.933,0.991,0.0,0.0,0.534683,0.0,0.694442,0.0,0.586281,happy
Speak My Language by Laurie Anderson,5,1,0.426,0.284,0.155,80.262,0.211,0.58,1.0,0.363,0.237,0.259,0.279,0.525,0.131,0.163,0.143,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.879892,sad
Bartender by Keri Noble,2,0,0.474,0.284,0.121,149.84,0.011,0.019,0.008,0.006,0.018,0.009,0.009,0.013,0.054,1.0,0.074,0.027,0.0,0.0,0.5002850000000001,0.0,0.0,0.0,0.623954,sad
A Public Affair by Jessica Simpson,11,0,0.735,0.86,0.835,124.052,0.993,0.88,0.722,0.583,0.504,0.588,0.724,0.855,1.0,0.994,0.997,0.966,0.0,0.0,0.551279,0.0,0.0,0.0,0.0,happy
Turn on Billie by The Pierces,10,0,0.755,0.613,0.398,119.98,1.0,0.655,0.248,0.159,0.152,0.521,0.519,0.163,0.088,0.053,0.063,0.707,0.0,0.0,0.0,0.0,0.0,0.0,0.571918,relaxed
Shut Up by Madness,9,0,0.471,0.824,0.512,149.7,1.0,0.876,0.709,0.794,0.596,0.547,0.431,0.415,0.353,0.316,0.305,0.228,0.0,0.0,0.0,0.673489,0.841884,0.0,0.779803,happy
DemiRep by Bikini Kill,1,1,0.428,0.76,0.427,141.484,1.0,0.618,0.237,0.239,0.4,0.368,0.256,0.257,0.485,0.488,0.378,0.143,0.0,0.0,0.0,0.0,0.0,0.890603,0.0,angry
Que Te Han Visto Llorar by Bronco,9,1,0.616,0.464,0.645,80.06,1.0,0.668,0.512,0.229,0.239,0.372,0.351,0.367,0.349,0.234,0.181,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Bezpowrotnie by Kasia Kowalska,6,1,0.525,0.506,0.209,123.979,1.0,0.681,0.16,0.194,0.158,0.209,0.314,0.138,0.11,0.097,0.15,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Through The Wire by Kanye West,7,1,0.571,0.739,0.66,83.089,0.334,0.263,0.129,0.194,1.0,0.182,0.092,0.079,0.086,0.078,0.056,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.871282,happy
Dead Joe by Birthday Party,1,1,0.29,0.632,0.283,112.397,0.753,0.682,0.675,0.696,0.892,0.892,1.0,0.999,0.905,0.905,0.645,0.604,0.0,0.0,0.0,0.5166,0.0,0.0,0.0,angry
Way You Walk by Papas Fritas,6,0,0.878,0.445,0.927,120.133,0.887,0.881,0.629,0.808,0.797,0.823,0.754,0.893,0.9,0.86,0.806,1.0,0.0,0.0,0.0,0.68506,0.0,0.701849,0.0,happy
The Demon by Emily Jane White,7,0,0.379,0.217,0.159,144.459,0.157,0.175,0.119,0.079,0.085,0.111,0.111,0.1,0.095,0.091,0.421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Promises by Megadeth,7,0,0.371,0.696,0.209,75.723,0.842,1.0,0.837,0.884,0.745,0.525,0.395,0.273,0.158,0.122,0.139,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.898435,angry
(Song For My) Sugar Spun Sister by The Stone Roses,9,1,0.346,0.854,0.414,120.934,0.557,1.0,0.275,0.331,0.415,0.364,0.242,0.206,0.242,0.26,0.238,0.281,0.0,0.0,0.0,0.0,0.0,0.939867,0.0,relaxed
Hearts Alive by Mastodon,2,1,0.173,0.953,0.245,167.21,1.0,0.777,0.593,0.41,0.356,0.406,0.383,0.357,0.247,0.313,0.389,0.368,0.0,0.0,0.536187,0.0,0.0,0.803844,0.0,angry
Forest Hymn by Deep Forest,0,1,0.504,0.808,0.712,97.35,0.365,0.364,0.39,0.449,0.438,0.492,0.436,0.416,0.467,0.591,0.332,1.0,0.0,0.0,0.597014,0.0,0.0,0.0,0.0,relaxed
Regal Zone by Siouxsie and the Banshees,4,1,0.403,0.932,0.392,143.115,0.336,1.0,0.526,0.246,0.336,0.348,0.389,0.393,0.361,0.26,0.181,0.128,0.0,0.0,0.0,0.748442,0.7182729999999999,0.0,0.0,angry
Ready To Meet Him by DMX,1,0,0.711,0.482,0.21,90.835,1.0,0.828,0.977,0.645,0.481,0.475,0.357,0.364,0.281,0.294,0.338,0.051,0.0,0.0,0.0,0.57718,0.609434,0.0,0.0,sad
The Justice of Suffering by Swallow The Sun,8,1,0.388,0.768,0.227,134.919,0.18,0.195,0.432,0.729,0.558,0.579,0.706,1.0,0.498,0.413,0.192,0.039,0.0,0.0,0.0,0.859395,0.0,0.828525,0.0,sad
Candle by Skinny Puppy,7,0,0.625,0.818,0.249,122.889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Kyle Quit The Band by Tenacious D,4,1,0.416,0.633,0.735,104.211,1.0,0.642,0.34,0.247,0.304,0.272,0.192,0.233,0.214,0.088,0.108,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Take Comfort by The Cooper Temple Clause,10,1,0.569,0.686,0.966,170.064,0.799,0.969,0.469,0.565,0.47,0.988,1.0,0.328,0.165,0.273,0.166,0.594,0.0,0.0,0.0,0.654031,0.0,0.0,0.524716,relaxed
Killing an Arab by Cure,9,1,0.119,0.934,0.268,87.477,0.56,0.483,0.376,0.367,0.425,0.389,0.565,0.557,0.907,1.0,0.874,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Dream A Little Dream by Laura Fygi,0,1,0.651,0.221,0.319,88.17,1.0,0.422,0.247,0.22,0.162,0.218,0.162,0.158,0.176,0.195,0.16,0.249,0.0,0.0,0.738759,0.0,0.0,0.0,0.860656,relaxed
The Poison by Bullet For My Valentine,5,1,0.452,0.973,0.483,93.384,1.0,0.665,0.474,0.416,0.27,0.282,0.23,0.22,0.265,0.281,0.332,0.025,0.0,0.0,0.0,0.69671,0.627525,0.0,0.0,angry
Patterns by Simon & Garfunkel,7,1,0.613,0.586,0.492,119.188,1.0,0.963,0.819,0.69,0.66,0.697,0.653,0.634,0.694,0.599,0.569,0.591,0.0,0.562891,0.0,0.0,0.0,0.0,0.8082020000000001,relaxed
Ragga by Martina Topley-Bird,5,0,0.613,0.653,0.505,91.729,0.035,0.188,1.0,0.017,0.102,0.142,0.011,0.011,0.204,0.049,0.063,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.969249,happy
Lovely Creature by Nick Cave and the Bad Seeds,10,0,0.483,0.774,0.56,112.646,0.99,1.0,0.705,0.663,0.646,0.632,0.639,0.621,0.671,0.562,0.471,0.487,0.0,0.0,0.7417090000000001,0.0,0.0,0.0,0.0,sad
Impossible by Wu-Tang Clan,6,1,0.547,0.569,0.457,191.542,0.33,0.93,0.731,0.647,0.827,1.0,0.781,0.401,0.234,0.244,0.26,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Wyjątkowo zimny maj by Maanam,7,0,0.585,0.897,0.909,97.638,1.0,0.663,0.045,0.039,0.042,0.025,0.034,0.03,0.023,0.023,0.023,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
The Photos On My Wall by Good Shoes,2,1,0.504,0.921,0.684,175.503,0.381,0.526,0.315,0.336,0.37,0.403,0.445,0.556,0.755,0.836,1.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Walk with Me in Hell by Lamb of God,0,0,0.286,0.982,0.118,110.629,0.846,0.99,1.0,0.837,0.627,0.622,0.651,0.605,0.576,0.583,0.582,0.58,0.0,0.56067,0.0,0.0,0.0,0.0,0.0,angry
Since I Don't Have You by The Brian Setzer Orchestra,0,1,0.33,0.533,0.506,112.785,0.582,0.471,0.55,0.628,0.695,0.861,1.0,0.905,0.833,0.652,0.501,0.39,0.0,0.0,0.631941,0.0,0.0,0.0,0.9746290000000001,sad
Keys Out Lights On by Jenny Owen Youngs,7,1,0.353,0.208,0.0631,90.687,0.113,0.096,0.11,0.107,0.102,0.113,0.124,0.097,0.109,0.099,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
I Get A Kick Out Of You by Ella Fitzgerald,8,1,0.466,0.0456,0.366,130.752,0.343,0.163,0.076,0.074,0.078,0.076,0.094,0.231,0.443,0.758,1.0,0.593,0.0,0.0,0.0,0.672972,0.530786,0.679855,0.0,relaxed
Born Again by Marilyn Manson,4,0,0.473,0.986,0.0709,132.004,0.081,0.136,0.057,0.112,0.343,0.357,0.171,0.135,0.176,1.0,0.211,0.126,0.0,0.0,0.0,0.0,0.579094,0.0,0.991959,angry
In Fiction by Isis,11,0,0.412,0.603,0.114,120.429,0.587,0.228,0.202,0.263,0.173,0.083,0.117,0.25,0.034,0.013,0.056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
I'd Be Broken by Sophie Zelmani,0,1,0.63,0.348,0.548,120.914,0.798,0.831,0.857,0.85,0.938,1.0,0.945,0.865,0.838,0.765,0.744,0.739,0.0,0.0,0.0,0.0,0.0,0.79901,0.0,relaxed
Ski Mask Way by 50 Cent,1,0,0.637,0.769,0.77,179.884,1.0,0.928,0.887,0.886,0.635,0.637,0.325,0.325,0.105,0.103,0.047,0.052,0.530828,0.0,0.5360699999999999,0.507726,0.0,0.0,0.0,angry
Gangsta Gangsta by N.W.A,6,0,0.894,0.698,0.695,98.104,0.428,0.853,1.0,0.225,0.444,0.552,0.427,0.219,0.34,0.18,0.759,0.708,0.688461,0.547112,0.0,0.567988,0.0,0.0,0.572534,angry
Grace Unhearing by My Dying Bride,9,1,0.186,0.805,0.207,103.152,1.0,0.977,0.298,0.281,0.32,0.472,0.317,0.298,0.333,0.32,0.296,0.422,0.0,0.0,0.0,0.7610060000000001,0.0,0.0,0.0,sad
Magic Doors by Portishead,2,0,0.592,0.792,0.546,100.184,0.227,0.016,0.005,0.003,0.004,0.003,0.005,0.006,0.004,0.007,0.025,1.0,0.0,0.0,0.0,0.687653,0.7182729999999999,0.0,0.957292,sad
How to Survive in South Central by Ice Cube,11,0,0.731,0.811,0.859,109.358,0.912,0.703,0.475,0.2,0.152,0.306,0.456,0.612,0.801,0.867,0.983,1.0,0.0,0.0,0.625254,0.5218550000000001,0.0,0.0,0.0,angry
La Bomba by Ricky Martin,10,0,0.714,0.96,0.849,99.179,1.0,0.616,0.172,0.193,0.202,0.16,0.148,0.221,0.191,0.093,0.092,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Weed Song by Bone Thugs-N-Harmony,6,1,0.846,0.357,0.608,100.567,1.0,0.929,0.634,0.48,0.317,0.199,0.118,0.108,0.134,0.172,0.203,0.681,0.0,0.0,0.0,0.0,0.0,0.0,0.5698979999999999,relaxed
The Coat Is Always On by Cat Power,11,0,0.639,0.392,0.258,114.888,0.956,1.0,0.964,0.839,0.775,0.788,0.743,0.667,0.816,0.742,0.675,0.667,0.777395,0.0,0.0,0.0,0.0,0.0,0.0,sad
Whatever It Is by Ben Lee,9,1,0.675,0.297,0.48,109.891,0.18,0.181,0.186,0.173,0.281,1.0,0.145,0.15,0.159,0.17,0.165,0.19,0.0,0.0,0.645119,0.0,0.0,0.0,0.904459,relaxed
To the Lighthouse by Patrick Wolf,1,0,0.443,0.712,0.126,153.996,0.248,0.305,0.379,0.335,0.605,0.617,0.861,1.0,0.846,0.773,0.448,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
A.I.R. by Anthrax,4,1,0.379,0.949,0.203,99.568,1.0,0.952,0.298,0.265,0.237,0.214,0.199,0.185,0.18,0.151,0.154,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.9054559999999999,angry
Whenever You're Around by Jill Scott,2,1,0.628,0.783,0.53,88.702,0.314,0.423,0.537,0.598,0.346,0.17,0.556,0.991,1.0,0.549,0.185,0.037,0.0,0.0,0.867029,0.0,0.0,0.0,0.0,relaxed
I Do Not Want What I Haven't Got by Sinéad O'Connor,5,1,0.511,0.574,0.161,119.917,0.972,0.94,1.0,0.991,0.995,0.964,0.874,0.708,0.653,0.548,0.412,0.293,0.0,0.0,0.5645939999999999,0.0,0.61954,0.748232,0.0,relaxed
Woodstock by Matthews' Southern Comfort,7,0,0.595,0.34,0.79,119.859,1.0,0.862,0.746,0.627,0.685,0.768,0.785,0.772,0.851,0.93,0.858,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Beyond The Sea by Celtic Woman,5,1,0.258,0.414,0.216,80.451,0.127,0.081,0.091,0.094,0.099,1.0,0.117,0.096,0.104,0.084,0.341,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.9368989999999999,relaxed
Around The Bend by The Asteroids Galaxy Tour,1,0,0.704,0.907,0.712,95.023,0.387,0.344,0.286,0.315,0.467,0.526,0.578,0.904,1.0,0.77,0.573,0.459,0.0,0.0,0.56579,0.0,0.0,0.0,0.784508,happy
Six Shooter by Queens Of The Stone Age,4,0,0.34,0.959,0.38,170.34,0.024,0.029,0.454,0.04,0.032,0.044,0.027,1.0,0.026,0.021,0.034,0.363,0.682322,0.694243,0.0,0.0,0.0,0.901164,0.0,angry
The Winner Takes It All by Meryl Streep,5,1,0.427,0.377,0.245,125.081,0.959,0.097,0.048,0.087,0.173,1.0,0.088,0.102,0.032,0.061,0.07,0.2,0.0,0.0,0.0,0.600082,0.0,0.740925,0.0,sad
Relax by G. Love & Special Sauce,2,1,0.503,0.465,0.213,128.88,0.895,1.0,0.329,0.334,0.55,0.575,0.741,0.711,0.778,0.77,0.808,0.079,0.0,0.0,0.7952060000000001,0.0,0.596122,0.0,0.770435,relaxed
The Count Of Monte Christo by Noisettes,11,0,0.55,0.796,0.841,98.502,0.863,0.91,0.902,0.835,1.0,0.963,0.741,0.781,0.749,0.749,0.488,0.388,0.0,0.0,0.6045,0.0,0.0,0.0,0.621363,happy
All By Myself by Jamie O'Neal,9,0,0.356,0.312,0.0669,117.074,1.0,0.969,0.264,0.203,0.153,0.112,0.074,0.041,0.03,0.053,0.08,0.399,0.0,0.0,0.726324,0.0,0.9364870000000001,0.0,0.0,sad
Worst Case Scenario by The Hoosiers,4,0,0.598,0.846,0.953,97.989,0.445,0.494,1.0,0.765,0.755,0.602,0.931,0.33,0.243,0.433,0.253,0.194,0.0,0.0,0.687116,0.0,0.0,0.545316,0.0,happy
Black Flowers by Yo La Tengo,7,1,0.521,0.499,0.313,107.047,0.286,0.09,0.42,0.088,0.069,0.099,0.1,1.0,0.144,0.123,0.058,0.659,0.0,0.0,0.0,0.780587,0.0,0.0,0.686656,relaxed
Don't Let Me Stop You by Kelly Clarkson,9,1,0.347,0.947,0.475,177.91,1.0,0.889,0.785,0.762,0.671,0.695,0.594,0.535,0.433,0.417,0.302,0.189,0.0,0.0,0.0,0.537768,0.0,0.0,0.7224,angry
Don't Tell A Soul by Katatonia,3,0,0.546,0.721,0.196,113.058,1.0,0.972,0.63,0.625,0.584,0.583,0.534,0.524,0.476,0.468,0.42,0.041,0.0,0.0,0.0,0.0,0.6687420000000001,0.0,0.0,sad
It's Warmer In The Basement by Cobra Starship,1,1,0.469,0.956,0.659,159.983,0.629,0.472,1.0,0.87,0.917,0.655,0.65,0.58,0.546,0.44,0.249,0.307,0.0,0.0,0.0,0.645336,0.0,0.0,0.0,happy
Why Can't I Be You? by The Cure,0,0,0.629,0.949,0.719,107.798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.700049,0.0,0.0,0.0,0.0,happy
One For My Baby by Dianne Reeves,2,1,0.489,0.0724,0.212,68.298,0.831,0.786,0.732,0.735,0.903,0.838,0.791,0.911,1.0,0.774,0.85,0.982,0.0,0.0,0.550802,0.0,0.0,0.0,0.0,relaxed
Medicine Bottle by Red House Painters,10,1,0.337,0.399,0.228,150.893,1.0,0.64,0.004,0.004,0.003,0.004,0.006,0.04,0.049,0.046,0.217,0.006,0.0,0.0,0.716679,0.0,0.0,0.0,0.508771,sad
The Luckiest Guy On The Lower East Side by The Magnetic Fields,11,1,0.481,0.843,0.423,78.809,0.4,0.339,0.25,0.302,0.458,1.0,0.274,0.163,0.198,0.207,0.247,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Come On Eileen by Dexys Midnight Runners,2,1,0.45,0.656,0.782,106.61,0.878,1.0,0.891,0.567,0.38,0.547,0.727,0.912,0.782,0.569,0.539,0.503,0.0,0.0,0.0,0.838641,0.0,0.0,0.0,happy
Love Is An Unfamiliar Name by The Duke Spirit,11,0,0.261,0.908,0.716,179.774,0.637,0.668,0.75,0.743,0.792,1.0,0.871,0.858,0.738,0.949,0.907,0.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
I Couldn't Sleep by Au Revoir Simone,0,1,0.46,0.404,0.197,116.558,0.654,0.67,0.659,0.676,0.806,0.994,1.0,0.758,0.526,0.454,0.421,0.379,0.0,0.0,0.0,0.0,0.824412,0.0,0.9143290000000001,relaxed
Losing Tomorrow by October Tide,5,0,0.356,0.774,0.0608,120.655,1.0,0.253,0.111,0.045,0.031,0.049,0.021,0.195,0.051,0.048,0.365,0.112,0.0,0.0,0.0,0.0,0.0,0.996707,0.0,sad
Apology by Alesana,11,0,0.298,0.96,0.105,110.473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.795808,0.0,sad
Don't Blow Your Top by KMFDM,7,1,0.632,0.904,0.803,96.882,0.743,0.951,0.734,0.724,1.0,0.999,0.768,0.767,0.329,0.328,0.316,0.246,0.0,0.0,0.5002770000000001,0.0,0.0,0.0,0.792172,angry
Blue Glow by Pulp,2,0,0.431,0.268,0.48,111.734,0.277,0.309,1.0,0.485,0.307,0.239,0.165,0.321,0.242,0.294,0.11,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.902459,sad
Shelf by Jonas Brothers,2,1,0.566,0.758,0.501,111.986,1.0,0.722,0.42,0.416,0.232,0.23,0.166,0.168,0.202,0.203,0.26,0.032,0.0,0.0,0.0,0.653941,0.0,0.0,0.748217,happy
Blue Mountain River by Cara Dillon,2,1,0.381,0.126,0.303,118.542,0.665,0.585,0.616,0.701,0.795,0.877,0.916,0.888,0.985,0.983,1.0,0.823,0.0,0.0,0.7008949999999999,0.0,0.51064,0.0,0.0,relaxed
Haunted by Evanescence,4,0,0.364,0.861,0.16,155.672,1.0,0.943,0.345,0.336,0.312,0.254,0.26,0.249,0.488,0.56,0.718,0.124,0.0,0.0,0.0,0.731173,0.0,0.6633,0.0,sad
The Scale by Interpol,9,0,0.555,0.855,0.605,96.011,1.0,0.245,0.208,0.203,0.383,0.371,0.697,0.693,0.508,0.49,0.887,0.319,0.0,0.0,0.0,0.0,0.753696,0.0,0.0,sad
The Sky And The Dawn And The Sun by Celtic Woman,5,1,0.319,0.506,0.121,118.976,0.19,0.106,0.105,0.085,0.082,0.108,0.196,1.0,0.704,0.232,0.854,0.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
La Camisa Negra by Juanes,6,0,0.751,0.731,0.973,97.007,0.959,1.0,0.412,0.348,0.29,0.241,0.195,0.183,0.175,0.168,0.158,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
