Song,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
There's A Place In Hell For Me And My Friends by Morrissey,0,0,0,0,0,0.944427,0,sad
Chanbara by At The Drive-In,0,0,0.541912,0.558472,0.727263,0,0,angry
Dude (Looks Like A Lady) by Aerosmith,0,0,0,0,0,0,0.901627,happy
Wo bist du by Rammstein,0,0,0,0,0,0,0,sad
The Colour Of Spring by Mark Hollis,0,0,0.705882,0,0.965706,0,0,sad
Crypts of Eternity by Slayer,0.636645,0,0,0,0,0,0,angry
I Hear You Now by Jon & Vangelis,0,0,0.79126,0,0,0,0.664175,relaxed
Crazy In Love by Beyoncé,0,0,0.624796,0,0,0,0,happy
Bang Your Head (Metal Health) by Quiet Riot,0.737625,0,0,0,0,0,0,angry
Fallen Icons by Delerium,0,0,0,0.508998,0.688564,0.813615,0,relaxed
1970 (Take 3) by The Stooges,0,0,0,0,0,0,0,angry
Big Day Coming by Yo La Tengo,0,0,0,0,0,0,0.959646,relaxed
The Blessing by Celtic Woman,0,0,0.8223,0,0,0.846276,0,relaxed
Take This Job and Shove It by Johnny Paycheck,0,0,0,0.867017,0.54306,0.726613,0,happy
Epic by Faith No More,0,0,0,0.885795,0,0,0,angry
Don't Wanna Say Goodbye by Blu Cantrell,0,0,0,0.775328,0,0,0,sad
Blues from a Gun by Jesus & Mary Chain,0,0,0,0.622739,0,0,0.674204,angry
Make It Real by The Jets,0,0,0,0.647304,0,0,0.602198,sad
Out Of This World by The Cure,0,0,0,0,0.737834,0.944983,0,sad
The Words by Psapp,0,0,0.543531,0,0,0.652364,0,happy
Move by Cansei de Ser Sexy,0,0,0,0,0,0,0,happy
Rebel Rebel by Seu Jorge,0,0,0,0,0,0,0,relaxed
Inner City Pressure by Flight of the Conchords,0,0,0.568137,0,0,0,0.61441,happy
The Vagabond by Air,0,0,0.544394,0,0,0,0.779803,relaxed
Your Guts (I Hate 'Em) by Reel Big Fish,0.778692,0,0,0,0,0,0.944845,angry
The Story by Limp Bizkit,0,0,0,0.590979,0,0,0.87653,angry
Hardly Getting Over It by Hüsker Dü,0,0,0,0.618489,0,0,0,sad
Sad Songs And Waltzes by Willie Nelson,0,0,0,0.681421,0.528508,0.855712,0,sad
I Got You by Split Enz,0,0.740452,0,0,0.501943,0,0.745773,angry
Salio El Sol by Don Omar,0,0,0.528057,0,0,0,0,happy
The Long Way Home by Norah Jones,0,0,0,0.571048,0,0,0.544371,relaxed
Cosmonaut by At The Drive-In,0.515253,0,0,0,0,0,0,angry
There Is No Such Place by Augie March,0,0,0,0,0,0,0,relaxed
Black Tongue by Yeah Yeah Yeahs,0,0,0,0.556575,0,0,0.896412,happy
A Call For Blood by Hatebreed,0.504273,0,0,0.504668,0,0.812632,0,angry
Art Is Hard by Cursive,0,0,0,0.762682,0,0.674519,0,angry
Sometimes a River by The String Cheese Incident,0,0,0,0.81148,0,0,0.861604,relaxed
Only You by Lisa Ekdahl,0,0,0.52648,0,0,0.808712,0,relaxed
Flying Over Bus Stops by Athlete,0,0,0,0,0.636758,0,0.531174,relaxed
Satin Doll by Duke Ellington,0,0,0,0,0,0,0,relaxed
C11 H17 N2 O2 S Na by Anthrax,0,0,0,0,0,0,0,angry
Walk On The Wild Side by Rick Braun,0,0,0.673955,0,0,0,0,relaxed
Downfall by Children of Bodom,0,0.501588,0,0.603048,0,0,0,angry
Fuck tha Police by N.W.A,0.727778,0,0,0,0,0,0,angry
Wrong by Ministry,0,0,0,0,0,0,0.564885,angry
Halo of Flies by Alice Cooper,0,0,0.570932,0,0.872961,0.794212,0,angry
Animal Fat by Apostle of Hustle,0,0,0.820798,0,0,0,0,relaxed
Room 13 by Black Flag,0,0,0,0.738007,0.817379,0,0,angry
For Beginners by M. Ward,0,0,0,0,0,0.649713,0,relaxed
Bala Bay Inn by Valley of the Giants,0,0,0,0,0,0,0.721655,relaxed
Hurry by Sleeping at Last,0,0,0,0,0.89508,0,0,relaxed
Nachts um halb drei by Janina,0,0,0,0,0,0,0,happy
Free at Last by Antony and the Johnsons,0,0,0.803525,0,0.818141,0,0,sad
Who Could Win a Rabbit by Animal Collective,0,0,0.661383,0,0,0,0,happy
96 Tears by Question Mark & The Mysterians,0,0,0,0,0,0,0,angry
In The Ghetto by Elvis Presley,0.525,0,0,0.555171,0.648694,0,0.676734,sad
Preghiera In Gennaio by Fabrizio De André,0,0,0,0,0,0,0,sad
Samba Da Minha Terra by João Gilberto,0,0,0,0,0,0,0,relaxed
Sleigh Ride by The Ronettes,0,0,0.534683,0,0.694442,0,0.586281,happy
Speak My Language by Laurie Anderson,0,0,0,0,0,0,0.879892,sad
Bartender by Keri Noble,0,0,0.500285,0,0,0,0.623954,sad
A Public Affair by Jessica Simpson,0,0,0.551279,0,0,0,0,happy
Turn on Billie by The Pierces,0,0,0,0,0,0,0.571918,relaxed
Shut Up by Madness,0,0,0,0.673489,0.841884,0,0.779803,happy
DemiRep by Bikini Kill,0,0,0,0,0,0.890603,0,angry
Que Te Han Visto Llorar by Bronco,0,0,0,0,0,0,0,sad
Bezpowrotnie by Kasia Kowalska,0,0,0,0,0,0,0,sad
Through The Wire by Kanye West,0,0,0,0,0,0,0.871282,happy
Dead Joe by Birthday Party,0,0,0,0.5166,0,0,0,angry
Way You Walk by Papas Fritas,0,0,0,0.68506,0,0.701849,0,happy
The Demon by Emily Jane White,0,0,0,0,0,0,0,sad
Promises by Megadeth,0,0,0,0,0,0,0.898435,angry
(Song For My) Sugar Spun Sister by The Stone Roses,0,0,0,0,0,0.939867,0,relaxed
Hearts Alive by Mastodon,0,0,0.536187,0,0,0.803844,0,angry
Forest Hymn by Deep Forest,0,0,0.597014,0,0,0,0,relaxed
Regal Zone by Siouxsie and the Banshees,0,0,0,0.748442,0.718273,0,0,angry
Ready To Meet Him by DMX,0,0,0,0.57718,0.609434,0,0,sad
The Justice of Suffering by Swallow The Sun,0,0,0,0.859395,0,0.828525,0,sad
Candle by Skinny Puppy,0,0,0,0,0,0,0,sad
Was immer jetzt geschieht by Glashaus,0,0,0,0,0,0,0,sad
Kyle Quit The Band by Tenacious D,0,0,0,0,0,0,0,happy
Take Comfort by The Cooper Temple Clause,0,0,0,0.654031,0,0,0.524716,relaxed
Killing an Arab by Cure,0,0,0,0,0,0,0,angry
Dream A Little Dream by Laura Fygi,0,0,0.738759,0,0,0,0.860656,relaxed
The Poison by Bullet For My Valentine,0,0,0,0.69671,0.627525,0,0,angry
Patterns by Simon & Garfunkel,0,0.562891,0,0,0,0,0.808202,relaxed
Ragga by Martina Topley-Bird,0,0,0,0,0,0,0.969249,happy
Lovely Creature by Nick Cave and the Bad Seeds,0,0,0.741709,0,0,0,0,sad
Impossible by Wu-Tang Clan,0,0,0,0,0,0,0,sad
Wyjątkowo zimny maj by Maanam,0,0,0,0,0,0,0,sad
The Photos On My Wall by Good Shoes,0,0,0,0,0,0,0,happy
Walk with Me in Hell by Lamb of God,0,0.56067,0,0,0,0,0,angry
Since I Don't Have You by The Brian Setzer Orchestra,0,0,0.631941,0,0,0,0.974629,sad
Keys Out Lights On by Jenny Owen Youngs,0,0,0,0,0,0,0,relaxed
Under Fire by Kosheen,0,0,0.880707,0,0,0,0.698612,sad
I Get A Kick Out Of You by Ella Fitzgerald,0,0,0,0.672972,0.530786,0.679855,0,relaxed
Born Again by Marilyn Manson,0,0,0,0,0.579094,0,0.991959,angry
In Fiction by Isis,0,0,0,0,0,0,0,sad
I'd Be Broken by Sophie Zelmani,0,0,0,0,0,0.79901,0,relaxed
Ski Mask Way by 50 Cent,0.530828,0,0.53607,0.507726,0,0,0,angry
Gangsta Gangsta by N.W.A,0.688461,0.547112,0,0.567988,0,0,0.572534,angry
Grace Unhearing by My Dying Bride,0,0,0,0.761006,0,0,0,sad
Magic Doors by Portishead,0,0,0,0.687653,0.718273,0,0.957292,sad
How to Survive in South Central by Ice Cube,0,0,0.625254,0.521855,0,0,0,angry
La Bomba by Ricky Martin,0,0,0,0,0,0,0,happy
Another worthless day by Von Hertzen Brothers,0,0,0.603507,0,0,0,0,sad
Weed Song by Bone Thugs-N-Harmony,0,0,0,0,0,0,0.569898,relaxed
The Coat Is Always On by Cat Power,0.777395,0,0,0,0,0,0,sad
Whatever It Is by Ben Lee,0,0,0.645119,0,0,0,0.904459,relaxed
To the Lighthouse by Patrick Wolf,0,0,0,0,0,0,0,sad
A.I.R. by Anthrax,0,0,0,0,0,0,0.905456,angry
Whenever You're Around by Jill Scott,0,0,0.867029,0,0,0,0,relaxed
I Do Not Want What I Haven't Got by Sinéad O'Connor,0,0,0.564594,0,0.61954,0.748232,0,relaxed
Woodstock by Matthews' Southern Comfort,0,0,0,0,0,0,0,relaxed
Beyond The Sea by Celtic Woman,0,0,0,0,0,0,0.936899,relaxed
Around The Bend by The Asteroids Galaxy Tour,0,0,0.56579,0,0,0,0.784508,happy
Six Shooter by Queens Of The Stone Age,0.682322,0.694243,0,0,0,0.901164,0,angry
The Winner Takes It All by Meryl Streep,0,0,0,0.600082,0,0.740925,0,sad
Relax by G. Love & Special Sauce,0,0,0.795206,0,0.596122,0,0.770435,relaxed
The Count Of Monte Christo by Noisettes,0,0,0.6045,0,0,0,0.621363,happy
All By Myself by Jamie O'Neal,0,0,0.726324,0,0.936487,0,0,sad
Worst Case Scenario by The Hoosiers,0,0,0.687116,0,0,0.545316,0,happy
Black Flowers by Yo La Tengo,0,0,0,0.780587,0,0,0.686656,relaxed
Don't Let Me Stop You by Kelly Clarkson,0,0,0,0.537768,0,0,0.7224,angry
Don't Tell A Soul by Katatonia,0,0,0,0,0.668742,0,0,sad
It's Warmer In The Basement by Cobra Starship,0,0,0,0.645336,0,0,0,happy
Why Can't I Be You? by The Cure,0,0,0.700049,0,0,0,0,happy
One For My Baby by Dianne Reeves,0,0,0.550802,0,0,0,0,relaxed
Medicine Bottle by Red House Painters,0,0,0.716679,0,0,0,0.508771,sad
The Luckiest Guy On The Lower East Side by The Magnetic Fields,0,0,0,0,0,0,0,happy
Come On Eileen by Dexys Midnight Runners,0,0,0,0.838641,0,0,0,happy
Love Is An Unfamiliar Name by The Duke Spirit,0,0,0,0,0,0,0,happy
I Couldn't Sleep by Au Revoir Simone,0,0,0,0,0.824412,0,0.914329,relaxed
Losing Tomorrow by October Tide,0,0,0,0,0,0.996707,0,sad
Apology by Alesana,0,0,0,0,0,0.795808,0,sad
Don't Blow Your Top by KMFDM,0,0,0.500277,0,0,0,0.792172,angry
Blue Glow by Pulp,0,0,0,0,0,0,0.902459,sad
Shelf by Jonas Brothers,0,0,0,0.653941,0,0,0.748217,happy
Blue Mountain River by Cara Dillon,0,0,0.700895,0,0.51064,0,0,relaxed
Haunted by Evanescence,0,0,0,0.731173,0,0.6633,0,sad
The Scale by Interpol,0,0,0,0,0.753696,0,0,sad
The Sky And The Dawn And The Sun by Celtic Woman,0,0,0,0,0,0,0,relaxed
La Camisa Negra by Juanes,0,0,0,0,0,0,0,happy
Talking To A Brick Wall by The Cooper Temple Clause,0.5513,0,0,0,0,0,0.946631,sad
Change My World by Moya Brennan,0,0,0.572991,0,0.560356,0,0.601046,relaxed
I Want To Be Free by The Ohio Players,0,0,0,0.640547,0,0.78945,0,relaxed
Scandalous by Mis-Teeq,0,0.537362,0,0,0,0,0.797114,happy
You Put A Move On My Heart by Tamia,0,0,0.70401,0,0.729877,0,0.910626,relaxed
At Night by Shakedown,0,0,0,0.517417,0.551743,0,0.998015,happy
Your Gold Teeth II by Steely Dan,0,0,0.900357,0,0,0,0,relaxed
Sadness Is A Blessing by Lykke Li,0,0,0,0.877859,0,0,0,sad
Black Diamond by Kiss,0,0,0,0,0,0,0,happy
Balloon by Hanne Hukkelberg,0,0,0.510215,0,0,0.641705,0,relaxed
No Fun by Sex Pistols,0,0,0.574252,0,0,0,0.805822,angry
I'm Nobody's Baby by Judy Garland,0,0,0,0,0.558911,0,0.949112,sad
Listen by Beyoncé,0,0,0.539899,0,0,0,0,sad
Dune Sea by Unbelievable Truth,0,0,0,0,0,0.645228,0,sad
O Paraíso by Madredeus,0,0,0,0,0.596122,0,0,relaxed
You Ruined Everything by Jonathan Coulton,0,0,0.627015,0,0,0,0,happy
This Song by Badly Drawn Boy,0,0,0.503969,0,0,0,0.827288,relaxed
Shuffle Your Feet by Marla Hansen,0,0,0,0.524608,0,0,0,relaxed
Get It While You Can by Janis Joplin,0,0,0.814894,0,0,0,0.904708,relaxed
30 Seconds Over Tokyo by Pere Ubu,0,0,0.788573,0,0,0,0.891529,angry
Hyaluron by Eftos,0,0.69198,0,0,0.716985,0.926363,0,angry
Tess Shit by Kool Keith,0.878044,0,0,0,0,0,0,angry
1992 by Blur,0,0,0.787788,0,0,0,0,sad
Creepy Crawler by Zombie Girl,0,0.850815,0,0,0,0,0.93878,angry
Don't They Have Payphones Wherever You Were Last Night by Casiotone for the Painfully Alone,0,0,0,0,0,0,0,sad
Your Magic Is Working by of Montreal,0,0,0.658345,0,0,0,0,happy
Merciless Cult by DIR EN GREY,0,0,0,0,0,0,0,angry
A Strange Arrangement by Mayer Hawthorne,0,0,0,0,0,0.838624,0,relaxed
Foam Hands by Destroyer,0,0,0,0,0.809307,0.972242,0,sad
Doctor Jeep by The Sisters Of Mercy,0,0,0.569897,0,0,0,0.832067,sad
Undivided by Thirteen Senses,0,0,0,0,0,0,0.80186,sad
Ice & Snow by Sambassadeur,0,0,0.532784,0,0,0,0.946394,relaxed
Pulse of the Maggots by Slipknot,0.724546,0,0,0,0.693911,0,0.578397,angry
Rich Girl by Gwen Stefani,0,0,0.770476,0,0.709916,0,0,happy
Sadistic Embrace by Carnifex,0,0,0,0,0.910854,0,0,angry
Here Comes the Pain by Slayer,0,0,0,0.630336,0,0.589192,0,angry
SOS by Rihanna,0,0,0,0.801473,0,0,0.838755,happy
Hello It's Me by The Isley Brothers,0,0,0,0,0.828331,0,0.979893,relaxed
Walking Around by The Innocence Mission,0,0,0,0.738139,0.551743,0,0,relaxed
Upon This Tidal Wave of Young Blood by Clap Your Hands Say Yeah,0,0,0,0,0,0,0,happy
We Break The Dawn by Michelle Williams,0,0,0.531667,0,0,0,0,happy
Ilman sinua olen lyijyä by Scandinavian Music Group,0,0,0.945618,0,0.530786,0,0,sad
She Stands Up by M83,0,0,0.582859,0,0.942817,0,0.796798,relaxed
Babylon's Burning by The Ruts,0,0.843055,0,0,0,0,0,angry
Modern Dance by Pere Ubu,0,0,0,0,0,0,0.85591,angry
Easy Hearts by Whiskeytown,0,0,0,0,0.77494,0.770765,0,relaxed
Train of Consequences by Megadeth,0,0,0,0.545186,0,0,0.635753,angry
Fragile Dreams by Anathema,0,0,0,0,0.939283,0,0,sad
Always by Matt Dusk,0,0,0,0,0,0,0,relaxed
Burning Bridges by Remy Shand,0,0,0,0.686242,0.596122,0.726613,0,relaxed
Hyper Music by Muse,0,0,0,0,0.656156,0,0.761129,angry
Você Me Faz Tão Bem by Detonautas Roque Clube,0,0,0,0,0,0,0,sad
What's The Word by We Are Scientists,0.604462,0,0,0,0,0,0,angry
Wiseman by Slightly Stoopid,0,0,0,0,0,0,0,relaxed
The Destroying Angel by Anaal Nathrakh,0,0,0,0,0,0,0.884138,angry
Evil Has Never by Union of Knives,0,0,0,0,0,0,0.933811,sad
Spooky by Imogen Heap,0,0,0.654861,0,0,0,0.889185,relaxed
Godzilla by Blue Oyster Cult,0,0,0,0,0,0,0,angry
It Could Be You by Blur,0,0,0.859642,0,0,0,0.948983,happy
Free Among the Dead by Diamanda Galás,0,0,0,0,0,0,0,angry
Teachers by Leonard Cohen,0,0,0,0,0,0,0,sad
No Man Can Find The War by Tim Buckley,0,0,0,0,0,0,0,sad
Jump in the Line by Harry Belafonte,0,0,0.508021,0,0,0,0,happy
Bad Company by Bad Company,0,0,0,0.686657,0,0.705889,0,sad
Multiply by Jamie Lidell,0,0,0,0,0,0.733787,0,happy
Cross Bones Style by Cat Power,0,0,0,0,0,0,0,angry
Darkness of Christ by Slayer,0,0.542856,0,0,0.784629,0.924803,0,angry
One Step Too Far by Faithless,0.0,0.0,0.0,0.570681,0.0,0.0,0.0,relaxed
Day One: Vigil by Ayreon,0.0,0.0,0.0,0.564595,0.0,0.0,0.908434,sad
Catch The Rainbow by Rainbow,0.0,0.0,0.828141,0.0,0.0,0.0,0.8400280000000001,sad
Greenville by Lucinda Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.770435,sad
Heart And Shoulder by Heather Nova,0.0,0.0,0.0,0.790061,0.0,0.0,0.724637,relaxed
Long Stick Goes Boom by Krokus,0.0,0.0,0.0,0.0,0.0,0.522234,0.0,angry
Sweet Darlin' by She & Him,0.0,0.0,0.0,0.512496,0.0,0.0,0.781683,happy
Action by Powerman 5000,0.0,0.0,0.52937,0.0,0.0,0.0,0.9540799999999999,angry
All For Swinging You Around by The New Pornographers,0.0,0.0,0.0,0.5187390000000001,0.873713,0.0,0.0,happy
And I'm Evil by Beatallica,0.709518,0.0,0.0,0.0,0.0,0.0,0.733641,happy
Chi by Korn,0.0,0.0,0.0,0.743478,0.0,0.6245310000000001,0.0,angry
Neon Moon by Brooks & Dunn,0.0,0.0,0.0,0.730222,0.664447,0.73229,0.0,sad
A Dream About You by Keri Noble,0.0,0.0,0.0,0.749115,0.51064,0.0,0.71572,relaxed
Around The World by Aqua,0.0,0.0,0.7778930000000001,0.0,0.0,0.0,0.664175,happy
Evil Urges by My Morning Jacket,0.0,0.0,0.0,0.0,0.0,0.0,0.9479290000000001,happy
Nothing Much to Lose by My Bloody Valentine,0.0,0.0,0.532833,0.0,0.0,0.0,0.0,sad
Chop Suey! by System of a Down,0.0,0.544894,0.0,0.698721,0.0,0.0,0.0,angry
The Freak Show by Antimatter,0.0,0.0,0.671339,0.0,0.0,0.5597260000000001,0.0,sad
Omen Sore by ERA,0.0,0.571288,0.0,0.0,0.0,0.0,0.0,relaxed
When I Get Where I'm Going by Brad Paisley,0.0,0.0,0.671823,0.662054,0.0,0.0,0.51835,sad
Victory by Megadeth,0.0,0.0,0.0,0.535245,0.0,0.0,0.850625,angry
The Not Knowing by Tindersticks,0.0,0.0,0.651483,0.0,0.0,0.0,0.8748049999999999,sad
My Baby Does Me by Queen,0.0,0.0,0.8325940000000001,0.0,0.6815060000000001,0.0,0.0,happy
Morning Glory by Tim Buckley,0.0,0.8352,0.0,0.0,0.0,0.0,0.917243,sad
Black Light District by The Gathering,0.0,0.0,0.0,0.84885,0.0,0.0,0.0,sad
Can You Hear The Music by The Rolling Stones,0.0,0.0,0.754262,0.0,0.0,0.0,0.931982,sad
Reminiscing by Little River Band,0.0,0.0,0.5327529999999999,0.0,0.0,0.0,0.0,relaxed
Dead and Buried by Alien Sex Fiend,0.0,0.0,0.0,0.557401,0.0,0.0,0.0,angry
Sway by Voxtrot,0.0,0.0,0.0,0.81482,0.0,0.0,0.50589,sad
Homebird by Foy Vance,0.0,0.0,0.5347609999999999,0.0,0.0,0.0,0.658666,relaxed
Rain Song by COLD,0.0,0.0,0.0,0.624501,0.0,0.939867,0.0,sad
Cruel Summer by Bananarama,0.0,0.0,0.0,0.578234,0.0,0.0,0.658666,happy
Still in Love by Nick Cave and the Bad Seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.953578,sad
Papi by Jennifer Lopez,0.0,0.0,0.8556299999999999,0.0,0.701671,0.820205,0.0,happy
Anorak Christmas by Sally Shapiro,0.0,0.0,0.0,0.0,0.0,0.56543,0.0,relaxed
Fun Fun Fun by Busted,0.0,0.0,0.695394,0.0,0.0,0.0,0.761129,happy
Sex. Murder. Art. by Slayer,0.0,0.0,0.539229,0.0,0.0,0.0,0.0,angry
4 Words (To Choke Upon) by Bullet For My Valentine,0.0,0.0,0.0,0.5322939999999999,0.964507,0.502153,0.0,angry
Lovestain by José González,0.0,0.0,0.0,0.672659,0.0,0.0,0.0,relaxed
I Would Like To Call It Beauty by Corinne Bailey Rae,0.0,0.0,0.708109,0.0,0.0,0.0,0.0,relaxed
Meadow by Espers,0.0,0.0,0.0,0.0,0.53889,0.0,0.616216,relaxed
London Calling by The Clash,0.0,0.0,0.0,0.0,0.620534,0.0,0.0,angry
Orgasmatron by Motörhead,0.0,0.0,0.0,0.0,0.0,0.59538,0.0,angry
Back To Manhattan by Norah Jones,0.0,0.0,0.0,0.0,0.747663,0.0,0.539798,sad
If You Know Love by Molly Johnson,0.0,0.0,0.853508,0.0,0.7932560000000001,0.0,0.0,relaxed
Ophelia by The Tear Garden,0.0,0.0,0.709503,0.0,0.0,0.0,0.8988389999999999,sad
Letter To God by Hole,0.0,0.0,0.0,0.702786,0.0,0.0,0.0,sad
Washington Is Next! by Megadeth,0.586186,0.0,0.0,0.0,0.0,0.0,0.6192989999999999,angry
Flora's Secret by Enya,0.0,0.0,0.704321,0.0,0.0,0.0,0.0,relaxed
Sex Dwarf by Soft Cell,0.0,0.0,0.561492,0.0,0.0,0.0,0.0,happy
I Only Want To Be With You by Dusty Springfield,0.0,0.0,0.550773,0.0,0.0,0.0,0.60858,happy
Mea Culpa by Enigma,0.0,0.0,0.5665939999999999,0.0,0.0,0.0,0.0,relaxed
Sun (acoustic) by Mae,0.0,0.0,0.576126,0.554794,0.526692,0.0,0.921459,relaxed
Highway to Hell by AC/DC,0.587346,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Still Get Jealous by Louis Armstrong,0.0,0.0,0.0,0.542437,0.61788,0.0,0.0,relaxed
Beauty And The Beast by Jump5,0.0,0.0,0.774696,0.0,0.0,0.0,0.50589,happy
Flowery Noontide by Espers,0.6608729999999999,0.0,0.0,0.0,0.0,0.0,0.9783709999999999,relaxed
Elvis Presley and America by U2,0.0,0.0,0.630648,0.0,0.567613,0.0,0.555203,sad
Without You by Dixie Chicks,0.0,0.0,0.0,0.877994,0.0,0.0,0.0,sad
Take Your Mama by Scissor Sisters,0.0,0.0,0.669347,0.0,0.0,0.0,0.718259,happy
7 Minutes by Noir Désir,0.0,0.0,0.56582,0.0,0.0,0.0,0.601046,angry
Fitter Happier by Radiohead,0.0,0.0,0.654734,0.0,0.7162,0.740925,0.0,sad
Fields Of Gray by Bruce Hornsby,0.0,0.0,0.0,0.7907569999999999,0.0,0.0,0.774175,relaxed
St. Robinson In His Cadillac Dream by Counting Crows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Verne by Novembre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Love and Destroy by Franz Ferdinand,0.0,0.0,0.0,0.7421840000000001,0.0,0.0,0.0,happy
Rinse by Vanessa Carlton,0.0,0.0,0.0,0.533144,0.759706,0.704539,0.0,sad
I Don't Wanna Die Anymore by New Radicals,0.0,0.0,0.0,0.778849,0.0,0.0,0.0,sad
Back Into Your System by Saliva,0.0,0.0,0.547669,0.0,0.0,0.8713209999999999,0.0,relaxed
End by Secondhand Serenade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
In The Mood by Robert Plant,0.0,0.0,0.7357600000000001,0.0,0.0,0.0,0.0,relaxed
Man Must Dance by Johnossi,0.0,0.0,0.6409590000000001,0.0,0.0,0.0,0.839232,happy
Cish Cash  by Basement Jaxx,0.0,0.0,0.0,0.0,0.0,0.8571989999999999,0.0,happy
Don't Turn Around by Ace of Base,0.0,0.0,0.0,0.710897,0.0,0.0,0.9121950000000001,happy
High School by Nerf Herder,0.5999760000000001,0.0,0.0,0.0,0.693298,0.0,0.642407,happy
Steamy Windows by Tina Turner,0.0,0.0,0.6151840000000001,0.0,0.6073069999999999,0.0,0.0,happy
Slowboat by Sparks,0.0,0.0,0.0,0.604781,0.0,0.0,0.8225110000000001,sad
A Modern Way Of Letting Go by Idlewild,0.0,0.0,0.0,0.0,0.935542,0.0,0.0,angry
My Funny Valentine by Anita Baker,0.0,0.0,0.94063,0.0,0.0,0.0,0.0,relaxed
Des Illusions by Dark Sanctuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Lightning by Eric Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Less Than a Pearl by Enya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Dolphins by Tim Buckley,0.0,0.0,0.0,0.0,0.919926,0.0,0.9244209999999999,sad
Paranoiattack by The Faint,0.0,0.557348,0.0,0.0,0.0,0.78945,0.0,happy
Countdown to Extinction by Megadeth,0.556063,0.0,0.0,0.0,0.568833,0.693873,0.0,angry
Keeping You by Tanya Donelly,0.0,0.0,0.0,0.648511,0.8821700000000001,0.0,0.0,relaxed
The Figurehead by The Cure,0.0,0.559874,0.0,0.0,0.0,0.0,0.0,sad
Mickey by Toni Basil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"Cheer Up, Boys (Your Make Up Is Running) by Foo Fighters",0.0,0.0,0.0,0.5878680000000001,0.0,0.0,0.0,happy
Ghetto Vet by Ice Cube,0.6095550000000001,0.0,0.0,0.0,0.0,0.0,0.0,angry
Necrophiliac by Slayer,0.0,0.0,0.0,0.0,0.0,0.0,0.71572,angry
Sleepsong by Secret Garden,0.0,0.0,0.826998,0.0,0.0,0.0,0.631794,relaxed
Prisoners of Today by Billy Talent,0.0,0.0,0.0,0.740879,0.0,0.0,0.677579,angry
Brand New Day by Sting,0.0,0.0,0.0,0.691096,0.0,0.0,0.0,happy
Psychopathy Red by Slayer,0.0,0.668358,0.0,0.0,0.0,0.794212,0.0,angry
You Belong To Me by Anita Baker,0.0,0.0,0.5294949999999999,0.0,0.0,0.9147139999999999,0.0,relaxed
Pocket by Sam Sparro,0.0,0.0,0.0,0.0,0.0,0.0,0.925484,happy
Le Ciel Dans Une Chambre by Carla Bruni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Tone Poem by Fischerspooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Foxtrot Uniform Charlie Kilo by Bloodhound Gang,0.0,0.0,0.0,0.530165,0.0,0.0,0.0,happy
One Hundred Years by The Cure,0.0,0.655507,0.0,0.0,0.0,0.0,0.635753,sad
Gone With The Day by Faunts,0.0,0.5971890000000001,0.0,0.525098,0.0,0.0,0.0,relaxed
Celebration by Kool & The Gang,0.0,0.0,0.6426109999999999,0.0,0.0,0.0,0.0,happy
Super-Charger Heaven by White Zombie,0.0,0.0,0.5604020000000001,0.0,0.0,0.0,0.684404,angry
Thank You For The Music by Abba,0.0,0.0,0.958815,0.0,0.0,0.57416,0.0,happy
Durch die Nacht by Silbermond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
The Visit (She Was Here) by The Cyrkle,0.0,0.0,0.548007,0.0,0.584719,0.0,0.833659,relaxed
Fury by Prince,0.0,0.0,0.0,0.0,0.0,0.0,0.776674,angry
Baby Be Brave (album version) by The Corrs,0.0,0.622935,0.0,0.0,0.0,0.0,0.0,relaxed
Overjoyed by Magnet,0.0,0.0,0.0,0.0,0.650284,0.0,0.0,relaxed
A Place In The Dirt by Marilyn Manson,0.0,0.0,0.0,0.0,0.0,0.761642,0.0,sad
Skies So Blue by The Rocket Summer,0.0,0.0,0.707483,0.5595899999999999,0.0,0.0,0.730029,happy
The Fear by Pulp,0.0,0.8520549999999999,0.0,0.0,0.0,0.0,0.920133,sad
Goodbye Suicide by Nicky Wire,0.0,0.0,0.0,0.946023,0.0,0.0,0.0,sad
Gather Me Up Forever by My Dying Bride,0.0,0.0,0.0,0.788682,0.0,0.0,0.586281,sad
Let's Get Known by The Unicorns,0.0,0.0,0.0,0.0,0.903856,0.0,0.50589,happy
Take Me For A Little While by Coverdale/Page,0.0,0.0,0.597117,0.0,0.558477,0.0,0.0,sad
It's Not The Fall That Hurts by Caesars,0.0,0.0,0.0,0.6194850000000001,0.0,0.0,0.0,happy
