Energy,Tempo,Mode,Key,Valence,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,Mood
0.743,110.059,1,2,0.76,0.68,0.42100000000000004,0.249,0.239,0.295,0.517,0.732,0.9059999999999999,1.0,0.9309999999999999,0.9209999999999999,0.802,happy
0.109,85.84,0,9,0.29,1.0,0.867,0.11599999999999999,0.122,0.129,0.147,0.11,0.084,0.073,0.053,0.042,0.063,sad
0.9470000000000001,142.00799999999998,0,4,0.20600000000000002,0.69,0.594,1.0,0.419,0.048,0.125,0.054000000000000006,0.168,0.107,0.07,0.043,0.561,angry
0.608,91.67200000000001,0,0,0.429,1.0,0.6509999999999999,0.273,0.37200000000000005,0.444,0.21100000000000002,0.09,0.10099999999999999,0.149,0.161,0.32899999999999996,0.29600000000000004,angry
0.341,109.01700000000001,0,4,0.23199999999999998,0.995,1.0,0.636,0.623,0.614,0.604,0.612,0.612,0.6,0.56,0.547,0.318,happy
0.871,158.474,0,6,0.78,0.489,1.0,0.39899999999999997,0.434,0.682,0.645,0.599,0.379,0.527,0.68,0.39,0.478,happy
0.894,87.49799999999999,1,8,0.971,1.0,0.855,0.41700000000000004,0.265,0.183,0.158,0.149,0.145,0.185,0.226,0.304,0.8109999999999999,happy
0.843,173.25099999999998,0,1,0.14400000000000002,0.838,1.0,0.171,0.17,0.17300000000000001,0.132,0.155,0.16699999999999998,0.13699999999999998,0.11,0.12,0.215,angry
0.523,113.811,0,0,0.475,0.996,1.0,0.42700000000000005,0.369,0.29600000000000004,0.33,0.39399999999999996,0.445,0.45,0.37,0.33799999999999997,0.524,relaxed
0.991,80.969,0,5,0.16399999999999998,0.113,0.34299999999999997,0.185,0.21899999999999997,0.1,0.442,0.627,0.132,0.384,0.083,0.452,1.0,angry
0.805,139.44,1,0,0.946,1.0,0.973,0.762,0.59,0.509,0.636,0.54,0.33399999999999996,0.414,0.527,0.502,0.804,happy
0.932,120.012,1,0,0.679,1.0,0.8759999999999999,0.23199999999999998,0.204,0.17600000000000002,0.171,0.16899999999999998,0.165,0.158,0.136,0.126,0.287,sad
0.715,123.069,1,0,0.299,0.16,0.156,0.172,0.15,0.255,1.0,0.153,0.14800000000000002,0.147,0.151,0.162,0.151,angry
0.802,104.00399999999999,0,9,0.6409999999999999,0.185,0.168,0.138,0.222,0.239,0.312,0.258,0.424,1.0,0.41700000000000004,0.28,0.301,happy
0.35700000000000004,119.969,1,10,0.193,0.7190000000000001,1.0,0.535,0.5579999999999999,0.6,0.57,0.8809999999999999,0.71,0.489,0.475,0.41600000000000004,0.19899999999999998,sad
0.88,98.072,1,0,0.596,0.924,1.0,0.865,0.561,0.39299999999999996,0.301,0.27399999999999997,0.18600000000000003,0.131,0.153,0.209,0.23,relaxed
0.889,114.09100000000001,1,8,0.39399999999999996,0.621,0.281,0.19399999999999998,0.146,0.157,0.23199999999999998,0.174,0.157,0.107,0.28,1.0,0.884,happy
0.0787,129.44,1,0,0.17800000000000002,0.004,0.005,0.071,0.013000000000000001,0.006999999999999999,0.033,0.10300000000000001,1.0,0.18899999999999997,0.053,0.008,0.016,relaxed
0.7759999999999999,108.787,1,5,0.145,0.061,0.075,0.371,1.0,0.10099999999999999,0.08900000000000001,0.253,0.799,0.064,0.063,0.332,0.065,relaxed
0.46,114.458,0,3,0.375,0.01,0.009000000000000001,0.006,0.079,1.0,0.38299999999999995,0.021,0.057,0.22,0.037000000000000005,0.012,0.011000000000000001,sad
0.907,90.302,0,11,0.317,0.311,0.17300000000000001,0.228,0.162,0.113,0.371,0.374,0.08199999999999999,0.10400000000000001,0.151,1.0,0.948,angry
0.6970000000000001,153.94799999999998,1,9,0.365,0.161,0.608,0.102,0.149,0.531,0.146,0.125,0.098,0.623,0.062,0.9,1.0,sad
0.47200000000000003,78.93,1,8,0.8079999999999999,0.826,0.5589999999999999,0.32899999999999996,0.205,0.166,0.244,0.225,0.20800000000000002,0.371,0.597,0.862,1.0,sad
0.882,139.966,1,11,0.64,0.893,0.9009999999999999,0.528,0.7040000000000001,0.6920000000000001,0.843,1.0,0.836,0.9790000000000001,0.826,0.649,0.9329999999999999,happy
0.94,144.08100000000002,1,0,0.7909999999999999,1.0,0.99,0.568,0.46799999999999997,0.428,0.502,0.547,0.562,0.5770000000000001,0.568,0.56,0.764,happy
0.341,126.21,1,0,0.172,0.6829999999999999,0.099,0.182,0.042,0.034,0.023,0.033,1.0,0.177,0.128,0.042,0.067,sad
0.193,172.304,0,9,0.162,0.1,0.068,0.095,0.083,0.036000000000000004,0.084,0.038,0.635,1.0,0.158,0.102,0.11199999999999999,relaxed
0.6459999999999999,135.991,1,7,0.597,0.159,0.161,0.055,0.032,0.159,0.163,0.079,0.165,0.138,1.0,0.7040000000000001,0.195,happy
0.578,137.359,1,9,0.64,0.914,0.845,1.0,0.8109999999999999,0.784,0.606,0.8640000000000001,0.711,0.551,0.529,0.885,0.997,relaxed
0.7509999999999999,80.727,1,7,0.8190000000000001,1.0,0.747,0.27699999999999997,0.273,0.34299999999999997,0.397,0.645,0.609,0.619,0.62,0.5539999999999999,0.057,happy
0.902,114.986,1,5,0.154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.142,116.948,1,2,0.11800000000000001,0.055999999999999994,0.376,1.0,0.294,0.113,0.08,0.257,0.03,0.091,0.54,0.08199999999999999,0.02,relaxed
0.8859999999999999,143.122,0,4,0.40399999999999997,0.726,0.55,0.619,0.92,1.0,0.7609999999999999,0.71,0.7170000000000001,0.779,0.6890000000000001,0.878,0.605,angry
0.292,129.14,1,6,0.606,0.61,0.337,0.195,0.237,0.16,0.237,0.284,0.159,0.124,0.16,0.426,1.0,happy
0.442,92.179,0,8,0.133,0.52,0.046,0.017,0.16899999999999998,0.013000000000000001,0.033,0.084,0.055,1.0,0.017,0.06,0.126,sad
0.978,91.97,1,7,0.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.535,59.765,1,2,0.259,0.49700000000000005,0.579,0.589,0.81,1.0,0.9470000000000001,0.723,0.529,0.451,0.444,0.42700000000000005,0.188,relaxed
0.418,121.07700000000001,1,7,0.225,1.0,0.838,0.322,0.27399999999999997,0.267,0.602,0.56,0.369,0.41100000000000003,0.327,0.23800000000000002,0.613,relaxed
0.898,128.077,1,11,0.192,1.0,0.636,0.384,0.46299999999999997,0.363,0.293,0.312,0.6809999999999999,0.48700000000000004,0.233,0.321,0.763,angry
0.0928,131.254,1,0,0.16,0.9470000000000001,1.0,0.371,0.282,0.228,0.21,0.166,0.124,0.133,0.141,0.138,0.244,sad
0.7709999999999999,108.022,0,5,0.743,0.9229999999999999,1.0,0.753,0.667,0.621,0.568,0.52,0.489,0.528,0.441,0.42100000000000004,0.639,happy
0.696,145.847,1,6,0.159,0.878,1.0,0.47700000000000004,0.47600000000000003,0.21100000000000002,0.215,0.054000000000000006,0.06,0.052000000000000005,0.034,0.127,0.004,angry
0.583,72.275,1,7,0.191,0.5489999999999999,0.491,0.33899999999999997,0.344,0.273,0.287,0.997,1.0,0.6409999999999999,0.6459999999999999,0.166,0.040999999999999995,relaxed
0.8109999999999999,147.423,1,7,0.858,1.0,0.639,0.843,0.85,0.6940000000000001,0.682,0.846,0.764,0.8540000000000001,0.821,0.8320000000000001,0.97,happy
0.804,91.84200000000001,1,0,0.625,0.961,0.88,1.0,0.982,0.7909999999999999,0.917,0.993,0.845,0.792,0.6679999999999999,0.621,0.59,angry
0.445,97.008,1,7,0.792,0.9690000000000001,1.0,0.853,0.841,0.649,0.643,0.23600000000000002,0.213,0.098,0.102,0.127,0.12,relaxed
0.6829999999999999,124.76700000000001,1,1,0.518,0.701,0.217,0.182,0.19699999999999998,0.111,0.091,0.23600000000000002,0.43700000000000006,0.446,0.433,1.0,0.11699999999999999,happy
0.943,169.97,0,0,0.452,0.522,0.852,0.5820000000000001,0.604,0.8109999999999999,0.812,0.8540000000000001,0.8590000000000001,0.9890000000000001,1.0,0.713,0.20600000000000002,angry
0.579,119.56,1,0,0.159,1.0,0.126,0.305,0.034,0.18100000000000002,0.5760000000000001,0.20800000000000002,0.685,0.051,0.03,0.018000000000000002,0.27699999999999997,sad
0.47100000000000003,80.99,1,9,0.341,1.0,0.737,0.685,0.419,0.371,0.36,0.389,0.36200000000000004,0.5479999999999999,0.956,0.902,0.743,relaxed
0.9359999999999999,102.009,0,1,0.365,0.604,0.831,0.88,0.978,0.7040000000000001,0.777,0.826,0.7929999999999999,0.804,0.8340000000000001,1.0,0.905,angry
0.8320000000000001,88.023,0,10,0.233,0.971,1.0,0.6729999999999999,0.596,0.563,0.9740000000000001,0.631,0.675,0.754,0.6920000000000001,0.6559999999999999,0.833,sad
0.242,92.43,0,1,0.20600000000000002,0.39899999999999997,0.066,0.015,0.012,0.025,0.068,0.2,0.235,0.134,0.152,0.28300000000000003,1.0,relaxed
0.7020000000000001,163.68200000000002,1,9,0.483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.25,124.936,1,6,0.0794,0.588,0.725,1.0,0.39399999999999996,0.115,0.201,0.15,0.196,0.156,0.193,0.11,0.37200000000000005,sad
0.605,102.64299999999999,0,5,0.795,0.946,1.0,0.38799999999999996,0.294,0.233,0.162,0.131,0.091,0.065,0.07400000000000001,0.121,0.389,happy
0.795,138.076,1,1,0.0829,1.0,0.584,0.561,0.56,0.43799999999999994,0.434,0.10099999999999999,0.102,0.127,0.127,0.193,0.127,relaxed
0.877,148.298,0,10,0.262,0.439,1.0,0.831,0.6659999999999999,0.5660000000000001,0.701,0.45899999999999996,0.451,0.507,0.47100000000000003,0.823,0.45399999999999996,angry
0.885,88.964,0,5,0.8420000000000001,0.779,0.5429999999999999,0.526,0.726,0.674,0.47700000000000004,0.257,0.408,0.711,0.381,0.715,1.0,angry
0.45399999999999996,175.118,1,7,0.376,0.5479999999999999,0.574,0.535,0.591,0.511,0.473,0.574,0.621,0.67,0.8290000000000001,0.9620000000000001,1.0,relaxed
0.545,125.932,1,5,0.971,0.797,0.805,0.6890000000000001,0.865,1.0,0.8420000000000001,0.544,0.6779999999999999,0.617,0.624,0.591,0.675,happy
0.867,134.472,1,2,0.0722,0.5429999999999999,0.619,0.633,0.583,0.532,0.723,0.563,0.664,0.6459999999999999,0.6409999999999999,0.7809999999999999,1.0,angry
0.857,144.803,1,9,0.354,0.593,1.0,0.8009999999999999,0.358,0.565,0.7240000000000001,0.914,0.86,0.624,0.578,0.435,0.555,angry
0.9840000000000001,74.58,0,6,0.24100000000000002,0.986,1.0,0.531,0.524,0.531,0.496,0.396,0.278,0.28800000000000003,0.24,0.195,0.439,angry
0.6829999999999999,123.95100000000001,1,10,0.7120000000000001,0.353,0.525,0.8390000000000001,0.354,0.387,0.637,1.0,0.848,0.551,0.45399999999999996,0.284,0.157,happy
0.634,77.01899999999999,1,0,0.221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.9209999999999999,196.291,1,7,0.612,0.075,0.057,0.121,0.031,0.07400000000000001,0.134,0.35600000000000004,1.0,0.276,0.044000000000000004,0.022000000000000002,0.046,happy
0.419,86.887,1,3,0.47700000000000004,1.0,0.838,0.21899999999999997,0.298,0.295,0.221,0.191,0.163,0.139,0.128,0.162,0.369,sad
0.8190000000000001,87.897,0,5,0.904,1.0,0.97,0.259,0.282,0.209,0.22899999999999998,0.18100000000000002,0.24,0.203,0.11,0.1,0.361,happy
0.624,83.506,0,11,0.563,0.7,1.0,0.932,0.54,0.248,0.24,0.405,0.397,0.23,0.205,0.21,0.311,happy
0.758,80.601,1,1,0.446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.467,89.978,0,4,0.12300000000000001,0.099,0.317,0.276,0.253,0.42100000000000004,0.608,1.0,0.638,0.267,0.262,0.09699999999999999,0.005,relaxed
0.753,133.748,1,11,0.325,0.221,1.0,0.297,0.348,0.434,0.436,0.158,0.08800000000000001,0.138,0.125,0.192,0.079,sad
0.89,112.085,1,11,0.688,0.9570000000000001,0.9470000000000001,0.89,0.721,0.588,0.526,0.486,0.519,0.627,0.775,0.9259999999999999,1.0,angry
0.8390000000000001,130.09,0,3,0.37,0.44299999999999995,0.364,0.551,0.518,0.49,0.77,0.823,0.736,0.727,0.428,1.0,0.82,sad
0.9009999999999999,94.865,1,0,0.636,0.172,1.0,0.825,0.36200000000000004,0.23600000000000002,0.217,0.446,0.449,0.18600000000000003,0.294,0.451,0.5529999999999999,happy
0.654,97.97200000000001,0,4,0.304,1.0,0.863,0.376,0.355,0.371,0.395,0.452,0.467,0.574,0.5539999999999999,0.595,0.292,angry
0.9079999999999999,157.843,0,1,0.364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.88,98.072,1,0,0.596,0.924,1.0,0.865,0.561,0.39299999999999996,0.301,0.27399999999999997,0.18600000000000003,0.131,0.153,0.209,0.23,relaxed
0.899,157.875,0,10,0.266,0.922,1.0,0.556,0.499,0.612,0.585,0.617,0.618,0.53,0.479,0.461,0.24,angry
0.8490000000000001,124.631,1,2,0.937,0.042,0.027000000000000003,0.085,0.061,0.023,0.024,0.217,1.0,0.7090000000000001,0.057999999999999996,0.025,0.028999999999999998,happy
0.474,121.199,1,5,0.804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,happy
0.512,92.225,0,1,0.73,0.028999999999999998,0.046,0.105,0.076,0.023,0.026000000000000002,0.221,1.0,0.708,0.067,0.026000000000000002,0.02,happy
0.387,80.915,0,11,0.20800000000000002,1.0,0.915,0.626,0.5770000000000001,0.637,0.5870000000000001,0.61,0.6,0.593,0.61,0.586,0.245,relaxed
0.779,98.24600000000001,1,8,0.737,0.068,0.078,0.037000000000000005,0.057,0.353,0.06,0.063,0.087,0.106,1.0,0.261,0.10099999999999999,relaxed
0.5539999999999999,141.434,1,0,0.102,1.0,0.6970000000000001,0.33,0.174,0.10800000000000001,0.192,0.121,0.214,0.099,0.11199999999999999,0.065,0.358,sad
0.991,95.556,1,8,0.10300000000000001,0.9890000000000001,0.955,0.515,0.498,0.519,0.605,0.852,0.982,0.8859999999999999,1.0,0.7240000000000001,0.3,angry
0.662,120.001,0,9,0.0504,0.9009999999999999,0.9079999999999999,0.326,0.688,1.0,0.39799999999999996,0.737,0.18600000000000003,0.24,0.247,0.24100000000000002,0.43700000000000006,sad
0.877,117.446,1,7,0.268,0.018000000000000002,0.018000000000000002,0.198,0.019,0.013999999999999999,0.016,0.037000000000000005,1.0,0.068,0.044000000000000004,0.022000000000000002,0.087,sad
0.9159999999999999,128.98,1,1,0.496,0.597,0.446,0.303,0.32799999999999996,0.449,0.431,0.21899999999999997,0.217,0.48200000000000004,0.49200000000000005,1.0,0.16,angry
0.894,109.823,1,8,0.972,0.765,0.738,0.665,0.723,0.7829999999999999,0.884,1.0,0.972,0.888,0.983,0.897,0.797,happy
0.541,138.635,0,6,0.258,0.105,0.391,0.703,0.20600000000000002,0.028999999999999998,0.051,0.096,1.0,0.5579999999999999,0.069,0.047,0.08800000000000001,sad
0.961,140.218,1,11,0.298,0.775,0.9590000000000001,0.975,0.7240000000000001,0.9179999999999999,0.895,0.8540000000000001,0.728,0.725,0.715,1.0,0.9229999999999999,sad
0.9620000000000001,139.916,0,4,0.5710000000000001,0.10800000000000001,0.3,0.316,0.34299999999999997,0.17300000000000001,0.077,1.0,0.067,0.934,0.134,0.11199999999999999,0.228,happy
0.738,131.571,0,9,0.9620000000000001,0.414,0.742,0.287,0.315,0.336,0.21600000000000003,0.191,1.0,0.705,0.43200000000000005,0.17,0.196,happy
0.917,114.978,1,5,0.9109999999999999,0.8740000000000001,1.0,0.883,0.866,0.75,0.746,0.5760000000000001,0.569,0.7909999999999999,0.748,0.857,0.445,angry
0.94,133.099,1,6,0.528,0.655,0.775,0.672,0.6729999999999999,0.938,0.922,1.0,0.997,0.873,0.867,0.595,0.09300000000000001,angry
0.5329999999999999,100.601,1,5,0.223,0.5720000000000001,0.701,0.748,0.722,0.715,0.627,0.74,0.782,0.878,0.8590000000000001,0.888,1.0,happy
0.255,187.572,1,2,0.17,1.0,0.263,0.313,0.289,0.134,0.13699999999999998,0.787,0.7829999999999999,0.851,0.836,0.997,0.902,happy
0.6990000000000001,84.978,0,5,0.52,0.765,0.405,0.48,0.605,0.8340000000000001,0.972,0.852,1.0,0.778,0.59,0.635,0.856,sad
0.0681,120.641,0,6,0.599,0.337,0.369,0.43,0.581,0.608,0.675,0.66,1.0,0.8959999999999999,0.7020000000000001,0.633,0.69,sad
0.31,115.98700000000001,0,11,0.69,0.452,0.057,0.17300000000000001,0.016,0.019,0.23800000000000002,0.29,1.0,0.07,0.011000000000000001,0.01,0.327,relaxed
0.674,126.929,1,0,0.21100000000000002,1.0,0.848,0.627,0.542,0.41200000000000003,0.423,0.34,0.33399999999999996,0.275,0.27399999999999997,0.316,0.536,sad
0.728,173.02599999999998,1,0,0.94,0.998,1.0,0.435,0.292,0.218,0.16399999999999998,0.107,0.078,0.08900000000000001,0.10800000000000001,0.14300000000000002,0.607,happy
0.28,130.842,0,4,0.0777,0.281,0.037000000000000005,0.034,0.043,0.129,0.086,0.084,0.027999999999999997,0.025,0.025,0.3,1.0,sad
0.621,178.947,0,9,0.5589999999999999,1.0,0.721,0.638,0.644,0.47700000000000004,0.48200000000000004,0.12300000000000001,0.12,0.165,0.161,0.385,0.293,sad
0.174,77.446,1,3,0.162,0.9890000000000001,1.0,0.5710000000000001,0.528,0.512,0.52,0.501,0.47600000000000003,0.47200000000000003,0.442,0.42700000000000005,0.595,relaxed
0.977,152.952,1,6,0.24100000000000002,0.951,1.0,0.782,0.778,0.72,0.708,0.787,0.7859999999999999,0.759,0.75,0.6659999999999999,0.606,angry
0.507,168.78099999999998,1,6,0.74,0.9790000000000001,1.0,0.424,0.335,0.301,0.218,0.185,0.182,0.192,0.172,0.225,0.595,relaxed
0.973,159.381,1,2,0.11199999999999999,0.507,0.111,0.183,0.11699999999999999,0.12,0.099,0.075,0.08900000000000001,0.133,0.758,0.336,1.0,angry
0.38,134.27100000000002,1,10,0.264,0.7490000000000001,0.843,0.9309999999999999,1.0,0.9209999999999999,0.83,0.736,0.6920000000000001,0.6709999999999999,0.595,0.5539999999999999,0.46399999999999997,sad
0.57,141.888,1,5,0.524,0.021,0.008,1.0,0.024,0.004,0.004,0.002,0.004,0.001,0.035,0.013999999999999999,0.005,angry
0.907,92.743,1,1,0.5670000000000001,0.41100000000000003,0.48,0.165,0.11199999999999999,0.09300000000000001,0.287,0.408,1.0,0.627,0.409,0.461,0.099,angry
0.475,98.95700000000001,1,10,0.8190000000000001,0.836,1.0,0.7490000000000001,0.61,0.654,0.659,0.625,0.655,0.598,0.589,0.535,0.682,happy
0.14800000000000002,109.40700000000001,1,0,0.19899999999999998,0.27,0.43200000000000005,0.258,0.41100000000000003,0.264,0.35600000000000004,0.34,1.0,0.46399999999999997,0.306,0.192,0.307,relaxed
0.845,99.73700000000001,1,7,0.19699999999999998,0.682,0.335,0.139,0.866,1.0,0.846,0.7020000000000001,0.483,0.401,0.523,0.596,0.7440000000000001,angry
0.625,153.241,1,9,0.102,0.858,1.0,0.56,0.51,0.39899999999999997,0.142,0.132,0.212,0.235,0.11199999999999999,0.17600000000000002,0.428,sad
0.8190000000000001,100.057,1,8,0.45399999999999996,0.6579999999999999,0.684,1.0,0.804,0.622,0.49200000000000005,0.602,0.474,0.46799999999999997,0.603,0.833,0.847,happy
0.5660000000000001,99.13,0,10,0.653,0.59,0.222,0.10400000000000001,0.065,0.094,0.623,0.147,0.161,0.28800000000000003,0.16899999999999998,0.364,1.0,angry
0.7440000000000001,130.024,0,0,0.863,0.94,1.0,0.774,0.7290000000000001,0.6890000000000001,0.684,0.642,0.614,0.645,0.584,0.536,0.757,happy
0.93,80.436,1,0,0.0341,0.9420000000000001,0.9540000000000001,0.922,0.935,0.872,0.943,1.0,0.983,0.8959999999999999,0.695,0.624,0.483,angry
0.857,117.413,1,4,0.623,0.98,1.0,0.262,0.27399999999999997,0.424,0.465,0.635,0.595,0.7140000000000001,0.696,0.7929999999999999,0.017,angry
0.418,144.089,1,0,0.162,0.9359999999999999,1.0,0.855,0.727,0.43200000000000005,0.519,0.24,0.18899999999999997,0.233,0.349,0.33299999999999996,0.779,relaxed
0.7440000000000001,110.182,1,10,0.0739,0.009000000000000001,0.011000000000000001,0.075,1.0,0.061,0.019,0.016,0.073,0.004,0.031,0.9279999999999999,0.035,sad
0.97,106.85,1,0,0.0795,0.244,0.585,0.561,0.562,0.99,1.0,0.71,0.703,0.166,0.171,0.105,0.064,angry
0.99,95.382,1,6,0.615,0.7340000000000001,1.0,0.9309999999999999,0.95,0.904,0.924,0.67,0.665,0.436,0.418,0.247,0.132,angry
0.75,95.992,0,7,0.56,0.431,0.6859999999999999,0.547,0.7190000000000001,0.759,0.83,0.879,0.976,0.975,1.0,0.8320000000000001,0.907,happy
0.259,84.23,0,9,0.0513,0.035,0.057999999999999996,0.081,0.305,0.866,1.0,0.375,0.033,0.018000000000000002,0.015,0.006999999999999999,0.008,relaxed
0.306,113.00200000000001,0,11,0.455,0.787,0.374,0.265,0.289,0.293,0.48,0.44299999999999995,0.297,0.298,0.513,0.917,1.0,happy
0.966,129.972,0,0,0.282,0.632,0.9129999999999999,0.736,0.843,1.0,0.919,0.615,0.688,0.35,0.318,0.42700000000000005,0.8059999999999999,angry
0.526,160.007,1,8,0.9059999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,relaxed
0.149,62.543,1,1,0.0873,0.052000000000000005,0.07,0.12,0.106,0.045,0.046,0.061,1.0,0.67,0.053,0.053,0.055,relaxed
0.945,176.00900000000001,1,2,0.816,0.613,0.507,0.706,0.726,0.696,0.703,0.6579999999999999,0.76,0.618,0.95,0.9540000000000001,1.0,happy
0.7809999999999999,94.477,0,2,0.45,0.429,0.40399999999999997,0.29600000000000004,0.371,0.33,0.35200000000000004,0.282,0.237,0.298,0.515,1.0,0.691,happy
0.971,164.782,1,5,0.0708,1.0,0.9,0.624,0.617,0.513,0.469,0.19,0.20800000000000002,0.5429999999999999,0.435,0.782,0.24100000000000002,angry
0.889,184.17700000000002,1,0,0.495,0.41700000000000004,0.068,0.055,0.06,0.033,0.063,0.075,0.021,0.026000000000000002,0.040999999999999995,0.113,1.0,angry
0.8320000000000001,98.05,0,10,0.353,0.97,0.818,0.9670000000000001,0.8,0.42,0.43799999999999994,0.491,1.0,0.7490000000000001,0.39,0.376,0.39299999999999996,angry
0.35700000000000004,115.691,1,7,0.324,0.998,1.0,0.665,0.653,0.7090000000000001,0.743,0.705,0.621,0.581,0.57,0.593,0.44299999999999995,sad
0.45399999999999996,116.455,1,9,0.314,0.972,1.0,0.449,0.43700000000000006,0.496,0.504,0.557,0.55,0.5770000000000001,0.5660000000000001,0.5820000000000001,0.096,relaxed
0.353,132.162,1,0,0.257,0.775,0.826,0.8290000000000001,0.821,0.679,0.723,0.82,0.905,1.0,0.82,0.769,0.695,sad
0.9670000000000001,144.338,0,1,0.11599999999999999,0.154,1.0,0.024,0.011000000000000001,0.01,0.03,0.054000000000000006,0.055999999999999994,0.1,0.023,0.036000000000000004,0.187,sad
0.446,91.992,0,7,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.95,132.078,1,8,0.607,0.905,0.9129999999999999,0.5660000000000001,0.609,0.8029999999999999,0.9,1.0,0.924,0.809,0.731,0.645,0.125,angry
0.978,119.87899999999999,1,2,0.486,0.446,1.0,0.628,0.565,0.7390000000000001,0.728,0.815,0.836,0.525,0.493,0.402,0.26,happy
0.6779999999999999,76.835,0,11,0.363,1.0,0.82,0.39299999999999996,0.36700000000000005,0.428,0.44799999999999995,0.5920000000000001,0.546,0.715,0.667,0.722,0.163,relaxed
0.9390000000000001,147.741,1,3,0.64,1.0,0.914,0.23800000000000002,0.20800000000000002,0.18100000000000002,0.265,0.358,0.341,0.287,0.205,0.127,0.294,happy
0.483,143.391,0,2,0.5579999999999999,0.992,1.0,0.7040000000000001,0.6629999999999999,0.664,0.675,0.655,0.6459999999999999,0.6609999999999999,0.6809999999999999,0.638,0.7390000000000001,sad
0.9329999999999999,107.18,0,4,0.792,1.0,0.158,0.11199999999999999,0.028999999999999998,0.115,0.11699999999999999,0.10800000000000001,0.152,0.055,0.03,0.021,0.306,angry
0.154,121.485,0,7,0.152,0.99,1.0,0.581,0.5670000000000001,0.584,0.569,0.561,0.536,0.528,0.531,0.518,0.09300000000000001,sad
0.976,141.638,1,2,0.22699999999999998,0.501,0.6990000000000001,1.0,0.5489999999999999,0.39799999999999996,0.23800000000000002,0.158,0.354,0.231,0.17600000000000002,0.225,0.16699999999999998,angry
0.706,82.081,1,9,0.294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.835,162.014,1,1,0.0649,0.11699999999999999,0.064,0.11199999999999999,0.446,0.22399999999999998,0.062,0.182,0.268,1.0,0.195,0.133,0.071,relaxed
0.262,139.252,0,11,0.10400000000000001,0.278,0.17600000000000002,0.34700000000000003,0.23,0.132,0.14,0.099,1.0,0.7190000000000001,0.113,0.355,0.213,sad
0.599,108.87299999999999,0,0,0.5479999999999999,1.0,0.737,0.48,0.365,0.297,0.309,0.303,0.331,0.315,0.444,0.745,0.852,angry
0.9079999999999999,173.713,0,10,0.35100000000000003,0.419,0.7020000000000001,0.233,0.29,0.321,0.248,0.261,0.466,0.165,1.0,0.884,0.341,angry
0.9259999999999999,151.534,1,4,0.569,0.914,1.0,0.455,0.502,0.626,0.65,0.743,0.7090000000000001,0.7170000000000001,0.67,0.6609999999999999,0.036000000000000004,angry
0.267,129.266,1,4,0.32,1.0,0.8490000000000001,0.7829999999999999,0.779,0.7170000000000001,0.721,0.547,0.545,0.491,0.488,0.45,0.35600000000000004,relaxed
0.16699999999999998,125.792,1,0,0.14400000000000002,0.99,1.0,0.515,0.456,0.447,0.466,0.514,0.502,0.506,0.452,0.48100000000000004,0.36,sad
0.418,115.154,1,10,0.5870000000000001,0.521,0.27699999999999997,0.129,0.128,0.14400000000000002,0.8440000000000001,1.0,0.297,0.435,0.45,0.584,0.175,sad
0.29100000000000004,105.226,1,3,0.353,1.0,0.52,0.32899999999999996,0.299,0.19399999999999998,0.27,0.258,0.272,0.94,0.262,0.377,0.369,relaxed
0.821,210.857,1,2,0.408,0.353,0.08199999999999999,0.016,0.011000000000000001,0.131,0.129,0.5670000000000001,0.568,0.973,1.0,0.833,0.01,happy
0.285,117.845,1,2,0.38299999999999995,1.0,0.96,0.6559999999999999,0.644,0.664,0.6629999999999999,0.5579999999999999,0.5539999999999999,0.575,0.574,0.45,0.027999999999999997,sad
0.975,159.796,0,6,0.0917,0.171,0.153,0.193,0.192,1.0,0.47100000000000003,0.19,0.259,0.373,0.163,0.20800000000000002,0.742,angry
0.991,100.38,0,9,0.0382,0.034,0.037000000000000005,0.040999999999999995,0.08199999999999999,0.153,0.319,0.619,1.0,0.9990000000000001,0.439,0.16899999999999998,0.066,angry
0.757,159.862,1,2,0.884,1.0,0.93,0.489,0.389,0.35600000000000004,0.36200000000000004,0.365,0.382,0.442,0.46399999999999997,0.516,0.677,happy
0.45299999999999996,122.15100000000001,1,0,0.257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,happy
