artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,valence,mode,mood_1
Bun B,Get Throwed,0.803,0.54,124.087,0.351,0.165,0,4,0.704,7,0.525,1,Cool
Death From Above 1979,Virgins,0.954,0.145,90.475,0.066,5.26E-05,0,4,0.308,0,0.483,1,Excited
Wolfgang Amadeus Mozart,"Divertimento in E-Flat Major, K. 563: I. Allegro",0.125,0.157,127.934,0.041,0.949,0.228,4,0.381,3,0.354,1,Tender
Grace Kelly,Ballad for MC,0.0562,0.107,116.666,0.0415,0.974,0.532,4,0.385,11,0.186,1,Romantic
All Time Low,Umbrella (Rihanna cover),0.74,0.121,175.94,0.0356,0.00243,0,4,0.42,1,0.629,1,Urgent
J Mascis,Me Again,0.385,0.144,171.295,0.0283,0.886,0.224,4,0.399,3,0.245,1,Easygoing
Edward Elgar,"5 Military Marches, Op. 39, ""Pomp and Circumstance"": No. 1 in D Major",0.313,0.0988,126.602,0.0443,0.931,0.806,4,0.322,2,0.183,1,
Glossary,Trouble Won't Last Always,0.717,0.121,94.102,0.0261,0.0164,0.00189,4,0.646,0,0.519,1,Yearning
Deorro,Move On,0.489,0.111,125.001,0.101,0.00181,0.776,4,0.875,1,0.273,1,Energizing
Elastica,Stutter,0.974,0.306,172.381,0.073,0.0444,0.374,3,0.171,11,0.389,1,Urgent
Modest Mussorgsky,Pictures At An Exhibition: Promenade,0.00277,0.141,73.667,0.05,0.983,0.278,1,0.0643,8,0.149,1,Peaceful
Aqua,Barbie Girl,0.955,0.218,129.992,0.0377,0.0146,0.283,4,0.814,1,0.963,0,Excited
Olivier Messiaen,Preludes: La colombe (The Dove),0.00391,0.162,135.028,0.0688,0.994,0.966,1,0.421,6,0.137,0,
Albin de la Simone,Moi moi,0.406,0.107,114.979,0.031,0.915,0.298,4,0.631,9,0.112,0,Sophisticated
Jack Talty & Cormac Begley,Cronin's / I Do Not Incline,0.41,0.212,115.962,0.0785,0.936,0.976,4,0.728,9,0.81,0,Stirring
Stars,No One Is Lost,0.626,0.109,131.978,0.064,0.0627,0.000883,4,0.669,10,0.722,0,Urgent
Sam Evian,Dark Love,0.548,0.0634,99.629,0.0275,0.385,0.487,4,0.622,4,0.738,1,Yearning
Panic! At The Disco,Bohemian Rhapsody,0.562,0.209,72.945,0.03,0.175,9.17E-06,4,0.386,10,0.241,1,
Songs For Children,The Story of the Three Little Pigs,0.253,0.0919,114.291,0.829,0.922,1.87E-06,3,0.701,7,0.354,1,Other
The Kills,Future Starts Slow,0.743,0.0581,127.971,0.0611,0.0135,0.00222,4,0.677,6,0.461,1,Brooding
The Rolling Stones,Let's Spend The Night Together - Remastered / Mono,0.747,0.132,141.979,0.0465,0.28,0.000739,4,0.542,7,0.58,1,Upbeat
Porter Robinson,Shelter,0.796,0.184,199.526,0.0579,0.00293,0,4,0.276,0,0.274,1,Sensual
Katatonia,Old Heart Falls,0.533,0.107,140.055,0.032,0.00484,0.0347,4,0.285,5,0.191,0,Brooding
Adolescents,Amoeba,0.962,0.803,189.29,0.0753,7.97E-05,0.00175,4,0.231,4,0.539,1,Defiant
Ina Ray Hutton,Blue Skies,0.197,0.133,178.62,0.114,0.894,0.00789,4,0.457,2,0.709,1,Lively
Phantogram,Don't Move,0.642,0.201,99.977,0.0321,7.19E-05,0.00746,4,0.558,5,0.492,0,Excited
Domenico Scarlatti,Salve Regina,0.205,0.111,90.813,0.0375,0.962,0.0176,4,0.225,10,0.0615,1,Sentimental
Gypsy Swing Revue,Puttin' On The Ritz,0.373,0.0784,113.44,0.0673,0.793,0.578,4,0.801,7,0.717,0,Sophisticated
Anthony Jeselnik,Fun Family,0.865,0.575,89.484,0.932,0.842,0.000154,3,0.516,2,0.19,1,Other
Antonn Dvok,Dvork : The Wild Dove Op.110,0.0426,0.101,113.089,0.0433,0.911,0.382,5,0.186,8,0.037,1,Serious
Tribe Society,Outta My System,0.846,0.237,155.994,0.0547,0.0695,0.00157,4,0.448,9,0.381,0,Brooding
The Congos,Dont Blame It On I,0.511,0.21,77.156,0.083,0.0103,3.40E-06,4,0.654,0,0.759,1,
Gustavo Santaolalla,The Wings,0.0518,0.122,88.044,0.0454,0.587,0.953,3,0.511,0,0.286,1,Melancholy
Hues Corporation,Rock the Boat,0.732,0.0897,107.246,0.059,0.153,0,4,0.591,3,0.717,1,Upbeat
Green Butter,Velvet Sofa,0.0734,0.136,160.517,0.0733,0.742,0.22,3,0.642,2,0.314,0,Sensual
Bassnectar,Blow - 2015 Version,0.694,0.254,89.985,0.153,0.00161,0.187,4,0.78,11,0.591,0,Aggressive
The xx,Intro,0.778,0.128,100.363,0.027,0.459,0.925,4,0.617,9,0.15,0,Melancholy
Alexander Scriabin,"Etude in C-Sharp Minor, Op. 2, No. 1",0.0128,0.145,132.804,0.0575,0.996,0.927,4,0.537,1,0.0867,0,Tender
Young Dolph,Royalty,0.502,0.0913,130.03,0.0874,0.0509,0,4,0.882,2,0.349,1,Cool
Floating Lights,Barefoot,0.0203,0.116,75.696,0.0389,0.954,0.734,4,0.315,0,0.0453,1,
Dennis Brown,Money In My Pocket,0.45,0.107,137.914,0.0569,0.604,0,4,0.742,0,0.965,1,Cool
Dawn Of Ashes,Tribe of Chemosh,0.95,0.147,180.004,0.169,4.52E-05,9.24E-05,4,0.348,11,0.225,0,Aggressive
Gentleman,Intoxication,0.652,0.158,83.888,0.263,0.651,0,4,0.646,4,0.664,0,Gritty
dj TAKA,rainbow flyer,0.991,0.0966,147.959,0.0866,0.00582,0.808,4,0.494,9,0.198,1,
Sarah Jarosz,Build Me Up From Bones,0.289,0.105,114.929,0.0368,0.87,0.000218,4,0.521,5,0.265,1,Easygoing
We Are Messengers,I Don't Have The Answers,0.183,0.0978,97.345,0.0311,0.854,3.30E-05,4,0.462,11,0.0751,0,Sentimental
The Walkmen,Love Is Luck,0.937,0.0878,105.972,0.0423,0.0105,0.0658,4,0.615,9,0.393,1,Upbeat
Nebu Kiniza,Gassed Up,0.4,0.0575,148.904,0.273,0.0332,0,3,0.788,5,0.439,0,Energizing
Roel Salemink,Reconstruction,0.699,0.237,123.955,0.118,0.162,0.492,4,0.739,4,0.181,1,Excited
Soulive,Freedom,0.867,0.0544,125.087,0.0488,0.0603,0.000179,4,0.774,1,0.879,0,Cool
Beyonc,Ring The Alarm,0.751,0.258,169.673,0.469,0.0299,0.000155,4,0.458,2,0.472,1,Cool
Deep Divers,The Cage (Be my baby),0.0535,0.103,74.936,0.028,0.88,0.801,4,0.451,10,0.0396,1,
The O'Jays,I Love Music,0.862,0.23,127.602,0.0461,0.0557,6.42E-05,4,0.643,0,0.928,0,Urgent
Victorious Cast,Make It Shine (Victorious Theme),0.931,0.0805,137.008,0.0521,0.000212,0,4,0.53,5,0.485,1,
HELLYEAH,Blood Plague,0.985,0.178,173.984,0.129,7.41E-05,0.0001,4,0.419,3,0.335,0,
Black Sabbath,Lady Evil (Remastered Version),0.893,0.0719,123.657,0.042,0.000769,0.000599,4,0.577,4,0.778,1,Rowdy
The Bouncing Souls,Say Anything,0.991,0.372,101.65,0.0575,0.00209,0,4,0.407,6,0.717,1,Defiant
Miles Davis,All Blues,0.236,0.107,139.128,0.031,0.768,0.00263,3,0.479,0,0.372,1,Sentimental
Third Party,Never Let You Go,0.831,0.355,127.987,0.0525,0.0265,0,4,0.57,6,0.36,0,
Jaheim,Put That Woman First,0.503,0.168,78.951,0.199,0.538,0,4,0.623,5,0.498,0,Sensual
Drake,All Me,0.506,0.257,122.012,0.394,0.0704,0,4,0.667,1,0.41,1,Defiant
Tennis,Origins,0.825,0.162,113.907,0.0284,0.0463,0.0201,4,0.578,5,0.959,0,Brooding
Miles Davis,On Green Dolphin Street,0.304,0.175,75.075,0.0436,0.742,0.000674,4,0.429,8,0.359,1,Sentimental
Lise de la Salle,"Stndchen, en r mineur S.560",0.0142,0.113,76.382,0.0388,0.993,0.921,1,0.341,2,0.0388,1,Sentimental
Pumarosa,Honey,0.767,0.121,131.017,0.0302,0.00712,0.00132,4,0.491,1,0.221,0,Brooding
Ramin Djawadi,Main Title,0.585,0.0981,84.283,0.0489,0.231,0.795,3,0.115,8,0.195,1,Stirring
Bill Burr,Make My Sandwich,0.808,0.642,75.849,0.944,0.914,7.67E-06,3,0.504,6,0.375,0,Other
High Highs,Open Season,0.483,0.107,126.129,0.0283,0.736,0.00117,4,0.622,2,0.101,1,Yearning
Favorite Kids Stories,Three Blind Mice,0.304,0.142,77.056,0.531,0.824,0,3,0.688,10,0.229,1,Gritty
Wolfgang Amadeus Mozart,"Vesperae solennes de confessore in C, K.339: Laudate Dominum omnes gentes",0.0461,0.106,81.974,0.0454,0.99,0.918,3,0.165,5,0.0407,1,Peaceful
The Notorious B.I.G.,Get Money - Performed by Junior M.A.F.I.A. Explicit,0.871,0.171,91.153,0.294,0.398,1.69E-06,4,0.711,2,0.92,1,Cool
Fatso,Together - Rabbit Killer Remix,0.786,0.199,131.007,0.124,0.00867,0.597,4,0.783,4,0.36,0,
Video Games Live,Civilization IV Medley,0.491,0.0864,92.117,0.0545,0.756,0.0168,4,0.285,2,0.256,1,Empowering
The Forsaken,Beyond Redemption,0.99,0.152,120.013,0.148,5.11E-06,0.0291,4,0.421,2,0.261,1,Defiant
Ryan Cabrera,TRUE,0.4,0.151,96.938,0.0241,0.459,0,4,0.598,6,0.353,1,Romantic
Eddy Kim,Sweet Kiss Like Coffee,0.503,0.157,84.86,0.0887,0.291,0,4,0.595,7,0.417,1,
Votum,Vertical,0.903,0.482,160.174,0.102,0.00093,0.0285,5,0.174,6,0.132,0,Defiant
Ximena Sariana,Different,0.902,0.11,174.002,0.0505,0.000745,0.00141,4,0.568,0,0.84,1,Excited
DJ Mustard,Been A Long Time,0.674,0.48,99.949,0.407,0.183,0,4,0.825,9,0.724,1,
Ragga Twins,Badman (Skrillex Remix),0.964,0.324,149.945,0.106,0.157,0,4,0.702,1,0.693,1,Energizing
Midnight To Monaco,One In A Million,0.673,0.0609,78.038,0.0387,0.121,0,4,0.472,10,0.394,0,Energizing
Christina Aguilera,Hurt,0.313,0.125,99.5,0.0311,0.806,0,5,0.337,4,0.145,0,Sophisticated
Kenny Chesney,She Thinks My Tractor's Sexy,0.886,0.278,122.07,0.0382,0.0664,0,4,0.689,10,0.905,0,Rowdy
Sneaker Pimps,Spin Spin Sugar,0.658,0.0662,145.257,0.0388,0.089,0.0181,4,0.611,8,0.471,0,Defiant
P!nk,Raise Your Glass,0.708,0.0345,122.031,0.087,0.00624,0,4,0.7,7,0.6,1,Excited
Stephen Kellogg,Always Gonna Want You (North),0.372,0.136,142.947,0.0319,0.818,5.32E-05,4,0.531,0,0.289,1,
Sounds of Nature White Noise for Mindfulness Meditation and Relaxation,Beach Waves and Oriental Flutes for Tai Chi and Reiki - Yoga by the Sea - Healing Natural Sounds - Mother Heart Music for Tranquil Healing,0.265,0.94,86.543,0.0411,0.99,0.593,4,0.254,4,0.0329,0,Romantic
Elis,Perfect Love,0.76,0.0998,160.015,0.0295,0.0122,8.33E-06,3,0.381,5,0.229,0,Defiant
Finger Eleven,Drag You Down,0.874,0.183,200.04,0.111,0.000174,8.75E-05,4,0.402,6,0.418,0,Defiant
Broods,Sleep Baby Sleep,0.552,0.126,153.931,0.0446,0.069,8.10E-05,4,0.578,0,0.43,1,Brooding
Jacky Terrasson,Sous le Ciel de Paris,0.118,0.241,79.554,0.0449,0.195,0.694,4,0.323,5,0.0706,0,Sentimental
Divine Ascension,Dawn Brings No Mercy,0.979,0.299,134.94,0.122,0.000244,0.000296,4,0.466,2,0.0959,1,Defiant
Dave Van Ronk,He Was A Friend Of Mine,0.315,0.697,76.116,0.053,0.837,6.02E-05,4,0.446,6,0.49,1,Gritty
Lene Marlin,Sitting Down Here,0.709,0.334,124.043,0.0348,0.163,0,4,0.764,2,0.782,1,Yearning
Keaton Henson,Flesh And Bone,0.105,0.119,132.403,0.041,0.575,0,4,0.52,9,0.0627,1,Brooding
Nick Thune,You're Welcome,0.58,0.465,129.714,0.209,0.86,9.33E-05,3,0.418,7,0.511,1,Stirring
DubVision,Primer,0.864,0.586,127.994,0.049,0.026,0.000563,4,0.681,4,0.266,0,Excited
Big Youth,Screaming Target,0.483,0.0828,69.116,0.428,0.188,0.00803,4,0.834,2,0.293,1,Cool
deadmau5,Raise Your Weapon - Madeon Extended Remix,0.825,0.0663,126.058,0.0541,0.0176,1.98E-05,4,0.699,8,0.417,0,Excited
Of Monsters and Men,King And Lionheart,0.686,0.113,126.524,0.0442,0.134,0.00362,4,0.517,3,0.218,1,Yearning
Danny Tenaglia,Elements - The Voice,0.828,0.0996,130.883,0.0348,0.00217,0.593,4,0.645,7,0.359,1,Other
Steven Wright,This Woman I Met - I Still Have A Pony,0.995,0.752,128.39,0.878,0.889,0,3,0.399,6,0.0303,1,Other
Ed Sheeran,Sunburn - Deluxe Edition,0.098,0.101,78.864,0.0376,0.865,0,4,0.464,10,0.246,1,Sentimental
Richard Strauss,"Sonata for Violin and Piano in E flat, Op.18: II. Improvisation (Andante cantabile)",0.164,0.0997,81.061,0.0434,0.971,0.0272,4,0.155,8,0.0547,1,Romantic
The Hard Aches,Gut Full,0.771,0.115,125.892,0.05,0.00512,0,4,0.491,0,0.465,1,Excited
The White Stripes,Seven Nation Army,0.464,0.239,123.893,0.082,0.00597,0.41,4,0.745,4,0.316,0,Rowdy
The Supremes,You Can't Hurry Love,0.827,0.124,194.864,0.158,0.735,0,4,0.455,10,0.634,1,Upbeat
Devin Townsend Project,Failure,0.893,0.386,128.992,0.0416,0.00054,0.468,3,0.571,7,0.483,0,Brooding
Mary Travers,Follow Me - Remastered,0.273,0.128,142.134,0.037,0.772,0,4,0.375,5,0.332,1,Sentimental
Pryda,Rakfunk,0.538,0.0815,124.974,0.0569,0.0098,0.923,4,0.899,7,0.627,1,Energizing
YG,Why You Always Hatin?,0.343,0.136,93.018,0.547,0.0411,0,4,0.927,0,0.391,0,Energizing
Iggy Azalea,Fancy,0.716,0.0489,94.979,0.0646,0.0871,0,4,0.914,10,0.367,0,Energizing
The Sachal Ensemble,"Loves In Need Of Love Today - From ""Song Of Lahore"" Soundtrack",0.318,0.122,104.997,0.0345,0.732,0,4,0.686,2,0.274,1,Romantic
Rage Against The Machine,Bulls On Parade,0.919,0.424,166.367,0.184,0.0124,0.0601,4,0.412,5,0.568,1,Rowdy
Yves Tumor,The Feeling When You Walk Away,0.537,0.0847,86.038,0.0273,0.579,0.241,4,0.559,7,0.527,0,Tender
Mononoke,Alice,0.307,0.157,135.49,0.13,0.773,0,4,0.584,9,0.281,0,Melancholy
Mumford & Sons,Hopeless Wanderer,0.584,0.106,79.945,0.0349,0.0165,0.00418,4,0.336,7,0.207,0,Empowering
Monuments,"I, The Creator",0.963,0.36,112.493,0.0869,9.30E-05,0.000119,4,0.447,3,0.311,1,Defiant
Joan Baez,House Of The Rising Sun,0.0109,0.113,83.9,0.0512,0.954,0.000642,3,0.389,2,0.196,0,Melancholy
Tchami,Prophecy,0.827,0.0627,125.008,0.0487,0.00499,0.772,4,0.763,11,0.227,1,Serious
Paolo Nutini,Last Request - (Live & Acoustic Version) [Recorded at Bush Studios],0.307,0.124,81.019,0.0596,0.833,0,4,0.46,5,0.408,1,
Miles Davis,Lady Bird (Birdland) - 2004 Digital Remaster,0.625,0.293,124.469,0.047,0.735,0.831,4,0.516,8,0.867,1,Fiery
Eddie South - Cordonnie - Stphane Grappelli - Django Reinhardt,Improvisation sur le 1er mouv J S Bach,0.341,0.0535,116.249,0.0599,0.962,0.279,4,0.55,2,0.728,0,Lively
Godsmack,Awake,0.753,0.32,111.865,0.057,2.64E-05,0.00513,4,0.396,7,0.504,1,Aggressive
Jack Johnson,You Remind Me Of You,0.164,0.108,118.705,0.0379,0.956,0.0121,4,0.774,11,0.499,1,Sentimental
Snow Tha Product,Get Down Low (feat. Ohana Bam),0.784,0.564,120.985,0.122,0.589,1.89E-05,4,0.965,5,0.856,1,Cool
Tyrese,Sweet Lady,0.522,0.24,66.024,0.0383,0.233,0,4,0.588,9,0.571,0,Sensual
Catfish and the Bottlemen,Soundcheck,0.749,0.413,135.041,0.0385,0.00112,0.0764,4,0.602,2,0.634,1,Brooding
Bossk,Kobe,0.799,0.406,118.033,0.0644,0.000418,0.761,4,0.334,11,0.284,0,Brooding
The Daydream Club,Found,0.591,0.21,104.342,0.0291,0.234,5.04E-06,4,0.407,2,0.263,1,Yearning
Motrhead,Overkill,0.87,0.0913,119.54,0.127,6.33E-06,0.0366,4,0.309,11,0.222,1,Upbeat
Shakey Graves,Dearly Departed (feat. Esm Patterson),0.609,0.164,86.703,0.107,0.303,0,4,0.576,7,0.74,1,Rowdy
Admiral Fallow,Squealing Pigs,0.745,0.126,118.305,0.0611,0.0583,0,4,0.434,5,0.66,1,Yearning
The Rolling Stones,Under My Thumb,0.491,0.119,126.96,0.0487,0.298,0.218,4,0.738,6,0.795,0,Upbeat
Janieck,Feel The Love - Mike Williams Remix,0.901,0.0411,127.999,0.0481,0.0141,0.0437,4,0.699,3,0.453,0,
SOJA,Here I Am,0.403,0.0984,147.846,0.0459,0.568,0,4,0.798,2,0.814,1,Yearning
Miles Davis,"So What - Live April 9th, 1960",0.422,0.553,131.555,0.0408,0.518,0.00568,4,0.48,9,0.633,0,Sentimental
Asenblut,Berserkerzorn,0.994,0.119,110,0.0693,2.92E-05,0.287,4,0.52,1,0.116,1,Excited
Electric Guest,This Head I Hold,0.873,0.261,162.021,0.0328,0.0268,0.0108,4,0.663,0,0.963,1,Fiery
Francis and the Lights,Can't Tell Me Nothing,0.765,0.142,90.54,0.0324,0.418,0.018,4,0.63,5,0.591,0,Cool
Lola Beltrn,Cucurrucucu Paloma,0.227,0.169,105.77,0.0408,0.851,0.00253,3,0.473,1,0.398,1,Easygoing
Radiohead,A Punch Up At a Wedding,0.507,0.0919,79.039,0.0266,0.0786,0.0531,4,0.603,11,0.551,0,Brooding
Lisa Miskovsky,Why Start A Fire,0.73,0.0906,144.08,0.0343,0.106,0.000192,4,0.554,8,0.574,1,
Xavier Davis,Evolution Of The Innocent,0.146,0.094,106.029,0.0366,0.973,0.703,4,0.357,10,0.123,1,Serious
Steve Gunn,Way Out Weather,0.333,0.0919,140.458,0.0295,0.746,0.865,4,0.421,11,0.32,1,Empowering
The Chainsmokers,All We Know,0.586,0.115,90,0.0307,0.097,0.00272,4,0.662,0,0.324,1,Defiant
Imagine Dragons,On Top Of The World,0.923,0.0951,99.252,0.173,0.0818,4.63E-06,4,0.507,0,0.768,1,Yearning
Slen,Copper Kiss,0.506,0.0584,97.992,0.0501,0.294,0,4,0.713,6,0.565,1,Cool
Daniel Kandi,Child - Original Mix,0.976,0.0832,136.11,0.0469,0.00331,0.844,4,0.507,7,0.202,0,Excited
Nikki Glaser,Maiden Name,0.85,0.785,100.19,0.767,0.673,0,3,0.608,10,0.54,0,Other
Herbie Hancock,Rockit,0.951,0.064,111.334,0.0691,0.0295,0.503,4,0.876,7,0.583,1,Energizing
Jonas Blue,Fast Car - Radio Edit,0.592,0.297,112.684,0.0544,0.455,0,4,0.56,9,0.543,1,Sensual
Porter Robinson,Spitfire - Kill The Noise Remix,0.901,0.369,172.143,0.0407,0.000174,0.926,4,0.495,4,0.301,0,Aggressive
The Hippos,Lost It,0.982,0.134,100.252,0.0829,0.125,1.16E-06,4,0.592,9,0.436,1,Defiant
Robert Rich,"Generosity of Solitude, Pt. 2",0.00635,0.104,70.113,0.0435,0.984,0.942,3,0.0638,1,0.0348,1,Peaceful
Jon Bellion,All Time Low,0.379,0.0838,90.179,0.245,0.37,0,4,0.68,0,0.525,1,Sensual
William Walton,Symphony No. 1 in B flat minor: Allegro Assai - Allegro Assai,0.154,0.0768,108.08,0.0339,0.909,0.882,4,0.22,3,0.039,0,Serious
Madden,Alive,0.715,0.1,95.996,0.06,0.0202,0,4,0.488,8,0.356,1,
Jon Anderson,Flight Of The Moorglade,0.439,0.373,96.743,0.0265,0.413,0.000661,4,0.443,2,0.31,1,Empowering
The Staves,I'm On Fire,0.191,0.11,75.704,0.0318,0.741,9.60E-05,4,0.302,2,0.0733,1,Romantic
Urmas Sisask,Sisask : Starry Sky Cycle Op.52 - Pleiades : 17. II Maja,0.00254,0.0761,68.955,0.0662,0.995,0.942,4,0.386,5,0.202,1,Peaceful
Jon Lajoie,Show Me Your Genitals,0.695,0.0445,160.011,0.253,0.0916,0,4,0.833,9,0.735,1,Defiant
Fou De Toi,Island,0.773,0.35,145.047,0.0371,0.000327,8.99E-06,4,0.707,5,0.936,1,Empowering
Park Boram,"Please say something, even though it is a lie",0.457,0.118,131.74,0.0296,0.761,0,4,0.508,7,0.207,1,Other
Omnium Gatherum,Watcher Of The Skies,0.721,0.136,135.088,0.0376,0.00122,0.729,4,0.418,3,0.0342,0,Brooding
ROZES,Under the Grave,0.778,0.133,190.189,0.107,0.213,5.00E-05,4,0.436,10,0.692,0,Excited
Bass Drum of Death,Lose My Mind,0.963,0.325,188.85,0.0605,1.60E-05,0.0038,4,0.149,9,0.203,1,Defiant
2 In A Room,She's Got Me Going Crazy - Todd Terry Mix,0.636,0.23,121.143,0.0595,0.0234,0,4,0.894,1,0.931,1,Cool
Monday Kiz,Blows Your Wind,0.449,0.102,67.784,0.0439,0.772,0,4,0.365,4,0.224,1,Urgent
Jake Heggie,"Dead Man Walking, Act I: Scene 2 - The drive to Angola State Prison: This journey (Sister Helen)",0.32,0.157,102.267,0.0419,0.957,0.000453,4,0.297,9,0.11,0,Somber
Slips & Slurs,Divided VIP,0.947,0.1,173.974,0.0463,0.00232,0.937,4,0.504,2,0.0917,1,Excited
Foreign Air,In the Shadows,0.756,0.11,116.049,0.035,0.156,0.866,4,0.603,0,0.149,1,Brooding
Mansionair,Easier,0.514,0.0735,117.115,0.0448,0.201,0.0158,4,0.453,6,0.185,1,
Beck,Dreams,0.956,0.139,113.996,0.0406,0.00073,0.051,4,0.589,1,0.746,0,Urgent
Anthrax,Bring The Noise,0.827,0.116,121.17,0.172,0.000823,0,4,0.61,2,0.301,1,Aggressive
Snoop Dogg,Drop It Like It's Hot,0.553,0.102,91.991,0.205,0.188,0,4,0.912,1,0.617,1,Cool
All That Remains,The Last Time,0.963,0.0925,103.027,0.0584,0.000907,0,4,0.52,1,0.378,0,Defiant
Herbie Hancock,Dolphin Dance,0.372,0.131,119.886,0.0327,0.828,0.000178,4,0.461,4,0.301,0,Fiery
Jon Rundell,Flex - Original,0.851,0.102,125.008,0.0918,0.0148,0.883,4,0.833,7,0.0894,1,Energizing
Active Bird Community,QB Sneak,0.81,0.144,120.248,0.0456,0.154,0.0498,4,0.656,7,0.966,1,
Adam Sanders,Thunder,0.579,0.0715,135.974,0.0517,0.374,3.53E-06,4,0.635,4,0.106,1,Romantic
Wolfgang Amadeus Mozart,Allegretto grazioso,0.139,0.0696,134.537,0.0393,0.987,0.908,4,0.464,2,0.37,1,Tender
Dario Marianelli,Someone Loves Us,0.00765,0.0836,47.508,0.043,0.973,0.694,4,0.227,4,0.0392,1,Peaceful
Vampire Weekend,Everlasting Arms,0.702,0.107,119.852,0.188,0.472,0.00352,4,0.664,11,0.524,1,Yearning
Young Scooter,Columbia (Dirty),0.7,0.204,139.947,0.0726,0.00171,0.000268,4,0.531,7,0.136,1,
tyDi,Oceans (feat. Greyson Chance),0.745,0.0758,126.047,0.0798,0.0894,0,4,0.68,4,0.254,0,
Reba McEntire,Enough,0.714,0.125,143.615,0.0301,0.104,0,4,0.455,1,0.262,0,Empowering
Biz Markie,Just A Friend,0.663,0.318,85.308,0.21,0.12,0,4,0.862,0,0.832,1,Cool
J.J. Hairston,Bless Me (Radio Edit),0.746,0.208,130.468,0.0906,0.182,0,4,0.564,8,0.46,1,Stirring
machineheart,Watercolors,0.653,0.189,122.02,0.0465,0.00618,0,4,0.541,0,0.281,1,Brooding
MAGIC!,No Way No,0.733,0.149,153.978,0.0513,0.104,1.05E-05,4,0.743,7,0.817,0,Cool
The Smashing Pumpkins,"Tonight, Tonight",0.67,0.237,148.928,0.0368,6.28E-05,0.748,4,0.287,6,0.204,1,Yearning
Modest Mussorgsky,Pictures At An Exhibition: The Catacombs (Sepulchrum romanum),0.0173,0.146,125.799,0.0418,0.981,0.712,1,0.166,2,0.0358,1,
Britney Spears,(You Drive Me) Crazy - The Stop Remix!,0.963,0.352,101.078,0.0459,0.092,6.27E-05,4,0.684,8,0.786,1,Energizing
Herbie Hancock,Chameleon,0.672,0.0458,111.154,0.0602,0.104,0.856,4,0.581,8,0.806,1,Energizing
Marshmello,Alone (Slushii Remix),0.956,0.0854,150.05,0.057,0.0307,0.00316,4,0.614,7,0.225,0,Aggressive
Black Lips,Bad Kids,0.796,0.226,204.225,0.0374,0.0493,0,4,0.352,0,0.933,1,Rowdy
Mux Mool,Get Better John,0.909,0.338,96.001,0.0333,0.00242,0.878,4,0.584,4,0.52,0,Excited
Reignwolf,Hardcore,0.609,0.118,144.984,0.075,0.0782,0.00355,4,0.541,0,0.484,0,Defiant
Albert King,Crosscut Saw,0.389,0.0381,122.463,0.0517,0.231,0.577,4,0.861,1,0.938,1,Sophisticated
Larry Carlton,Room 335,0.566,0.106,116.003,0.0321,0.354,0.859,4,0.663,2,0.229,1,Sensual
Otis Redding,Mr. Pitiful,0.489,0.0696,123.753,0.104,0.0544,2.88E-05,4,0.806,0,0.904,1,Cool
Bahamas,Don't You Want Me,0.215,0.12,111.097,0.0444,0.909,0.027,4,0.668,0,0.335,1,Melancholy
Post Malone,Deja Vu,0.702,0.141,133.883,0.0476,0.106,0,4,0.615,7,0.365,1,Sensual
Caf del Mar,By the Sea,0.282,0.0887,97.083,0.104,0.0154,0.765,4,0.76,7,0.44,0,Sentimental
Hinder,Save Me,0.975,0.339,181.812,0.101,0.000216,0.051,4,0.479,0,0.717,1,Aggressive
The Style Council,You're The Best Thing,0.753,0.108,83.632,0.0362,0.4,1.67E-05,4,0.545,1,0.548,0,Sensual
Cocoon,Retreat,0.331,0.102,82.956,0.0409,0.753,0.00205,4,0.523,11,0.321,1,Empowering
Manuel Ponce,Ponce : Concierto del sur : I Allegretto,0.134,0.0953,106.885,0.0323,0.975,0.895,3,0.394,9,0.181,0,Tender
Tennis,Dimming Light,0.617,0.131,84.349,0.0259,0.0235,7.10E-05,4,0.546,3,0.753,0,Yearning
Johann Sebastian Bach,"French Suite No. 1 in D Minor, BWV 812: I. Allemande",0.148,0.0922,136.455,0.0425,0.993,0.918,4,0.285,7,0.446,0,Sophisticated
Liz Phair,Never Said,0.8,0.633,112.111,0.0318,0.0217,0.0292,4,0.496,7,0.557,1,Empowering
Stanton Moore,Shiftless,0.839,0.129,132.625,0.0354,0.244,0.794,4,0.443,9,0.775,0,Yearning
Diana Krall,Let's Fall In Love,0.177,0.135,124.559,0.0465,0.82,0.000186,4,0.615,5,0.379,0,Sophisticated
A Boogie Wit da Hoodie,Jungle,0.523,0.211,180.322,0.75,0.308,0,4,0.537,7,0.552,0,
Gloria Gaynor,Can't Take My Eyes Off of You - Black Box Mix,0.547,0.229,121.724,0.0362,0.0679,2.93E-06,4,0.719,10,0.527,1,Sensual
Ben Phipps,I Don't Think So,0.477,0.095,109.989,0.04,0.689,0.000927,1,0.833,3,0.135,0,Empowering
Eloy,Poseidon's Creation,0.742,0.132,179.955,0.0375,0.00166,0.229,4,0.158,10,0.224,1,Brooding
Whiskeytown,Inn Town,0.49,0.106,131.259,0.0272,0.197,0.000134,3,0.446,2,0.27,1,Empowering
Fifth Harmony,That's My Girl,0.851,0.365,202.049,0.121,0.0358,3.19E-05,4,0.596,5,0.597,0,Excited
Natalia Lafourcade,Hasta la Raz,0.678,0.165,153.015,0.0375,0.21,0.000422,3,0.583,3,0.565,1,Brooding
